product_id,product_name,category_id,brand,cost_price,selling_price,weight_kg
5344,Product_05344,12,Brand_266,373.53,432.25,8.36
5345,Product_05345,5,Brand_028,876.51,1328.18,16.37
5346,Product_05346,24,Brand_191,638.84,838.84,9.33
5347,Product_05347,75,Brand_195,1745.56,2367.58,3.29
5348,Product_05348,90,Brand_035,660.97,1047.85,6.06
5349,Product_05349,69,Brand_030,473.62,605.75,23.0
5350,Product_05350,71,Brand_230,1885.26,2248.33,18.09
5351,Product_05351,81,Brand_287,673.64,802.97,18.8
5352,Product_05352,98,Brand_128,1566.14,2169.81,13.2
5353,Product_05353,86,Brand_016,1185.89,1371.22,1.89
5354,Product_05354,64,Brand_259,263.82,302.75,9.37
5355,Product_05355,99,Brand_010,1315.72,2010.47,16.92
5356,Product_05356,92,Brand_121,102.21,126.41,1.02
5357,Product_05357,12,Brand_242,1197.39,1379.37,20.52
5358,Product_05358,42,Brand_001,1811.24,2512.82,9.46
5359,Product_05359,71,Brand_070,1466.56,1903.54,5.16
5360,Product_05360,78,Brand_079,314.7,372.27,13.32
5361,Product_05361,38,Brand_161,704.76,1050.46,17.96
5362,Product_05362,85,Brand_114,500.78,662.61,16.92
5363,Product_05363,68,Brand_123,1753.28,2075.24,7.0
5364,Product_05364,46,Brand_257,1883.61,2259.58,22.2
5365,Product_05365,4,Brand_045,1860.26,2808.08,20.57
5366,Product_05366,66,Brand_006,1343.09,1749.58,8.27
5367,Product_05367,61,Brand_277,148.79,234.28,3.89
5368,Product_05368,68,Brand_062,651.14,1013.76,19.43
5369,Product_05369,79,Brand_042,1616.24,2475.94,3.96
5370,Product_05370,96,Brand_001,1537.93,1699.32,2.82
5371,Product_05371,5,Brand_283,117.29,175.24,11.23
5372,Product_05372,59,Brand_169,1758.95,2293.61,0.1
5373,Product_05373,79,Brand_210,1049.3,1183.5,21.49
5374,Product_05374,94,Brand_113,1423.2,2157.82,23.57
5375,Product_05375,42,Brand_178,1318.24,1689.04,21.3
5376,Product_05376,75,Brand_144,1572.45,2071.09,24.92
5377,Product_05377,64,Brand_192,237.8,275.34,23.68
5378,Product_05378,44,Brand_086,409.47,481.64,24.85
5379,Product_05379,35,Brand_059,485.72,701.58,2.91
5380,Product_05380,34,Brand_009,1159.38,1808.77,2.08
5381,Product_05381,34,Brand_145,529.87,635.19,23.63
5382,Product_05382,56,Brand_101,700.32,961.13,8.15
5383,Product_05383,61,Brand_139,460.33,664.53,6.78
5384,Product_05384,56,Brand_286,366.72,552.18,14.53
5385,Product_05385,42,Brand_014,985.83,1198.35,15.96
5386,Product_05386,93,Brand_227,1878.34,2101.38,2.13
5387,Product_05387,58,Brand_193,487.55,749.43,13.29
5388,Product_05388,49,Brand_272,1296.81,1711.7,5.86
5389,Product_05389,72,Brand_102,254.65,375.87,16.11
5390,Product_05390,19,Brand_061,1779.43,2816.87,21.45
5391,Product_05391,96,Brand_175,1241.67,1366.35,21.91
5392,Product_05392,39,Brand_022,249.36,277.18,16.19
5393,Product_05393,28,Brand_135,1767.47,2013.9,17.8
5394,Product_05394,56,Brand_260,1089.62,1363.41,4.16
5395,Product_05395,85,Brand_180,1516.92,2181.94,3.14
5396,Product_05396,27,Brand_042,835.54,1212.09,6.62
5397,Product_05397,48,Brand_050,1296.16,1864.21,9.12
5398,Product_05398,75,Brand_073,1878.75,2171.59,20.09
5399,Product_05399,47,Brand_240,792.4,1260.38,13.58
5400,Product_05400,72,Brand_175,340.72,422.01,3.69
5401,Product_05401,53,Brand_107,1791.87,2137.41,5.91
5402,Product_05402,53,Brand_174,703.2,901.79,20.23
5403,Product_05403,16,Brand_187,1358.73,1634.09,14.16
5404,Product_05404,58,Brand_030,1780.75,2513.83,3.32
5405,Product_05405,81,Brand_173,1531.5,1762.2,19.42
5406,Product_05406,55,Brand_300,1243.22,1530.26,23.81
5407,Product_05407,26,Brand_138,1473.06,2026.32,11.3
5408,Product_05408,44,Brand_057,782.19,1005.37,20.3
5409,Product_05409,49,Brand_080,753.48,941.48,3.51
5410,Product_05410,56,Brand_224,957.87,1512.42,6.12
5411,Product_05411,46,Brand_269,1570.52,2472.03,4.96
5412,Product_05412,26,Brand_263,1497.5,2053.3,21.81
5413,Product_05413,15,Brand_168,1052.93,1314.32,23.21
5414,Product_05414,26,Brand_235,942.21,1320.6,17.78
5415,Product_05415,42,Brand_055,944.11,1422.43,21.64
5416,Product_05416,93,Brand_188,1303.13,1601.38,10.52
5417,Product_05417,10,Brand_121,1948.91,3106.02,7.81
5418,Product_05418,24,Brand_290,926.39,1465.14,2.5
5419,Product_05419,13,Brand_046,1741.74,2042.97,18.85
5420,Product_05420,73,Brand_129,797.52,1114.61,18.84
5421,Product_05421,61,Brand_080,821.54,965.19,17.5
5422,Product_05422,78,Brand_260,304.62,461.87,20.85
5423,Product_05423,62,Brand_126,1496.84,2070.88,18.29
5424,Product_05424,100,Brand_252,188.37,207.49,19.95
5425,Product_05425,81,Brand_257,958.98,1114.82,13.45
5426,Product_05426,29,Brand_291,179.46,227.23,4.12
5427,Product_05427,89,Brand_176,89.13,118.23,0.35
5428,Product_05428,94,Brand_128,1845.24,2361.3,3.79
5429,Product_05429,24,Brand_174,1431.66,2107.93,7.19
5430,Product_05430,78,Brand_274,1775.72,2400.77,15.01
5431,Product_05431,80,Brand_135,741.87,938.63,3.45
5432,Product_05432,61,Brand_107,1131.29,1379.37,5.51
5433,Product_05433,6,Brand_102,1844.29,2853.62,0.27
5434,Product_05434,57,Brand_185,1347.37,2148.0,19.63
5435,Product_05435,4,Brand_273,1891.37,2544.7,2.73
5436,Product_05436,88,Brand_006,1967.5,3073.57,22.01
5437,Product_05437,68,Brand_198,80.27,99.79,0.78
5438,Product_05438,79,Brand_172,932.62,1128.7,17.44
5439,Product_05439,59,Brand_299,1865.06,2186.45,14.57
5440,Product_05440,46,Brand_027,1357.73,2100.58,22.7
5441,Product_05441,1,Brand_105,1167.99,1507.77,19.57
5442,Product_05442,2,Brand_095,741.14,901.23,12.73
5443,Product_05443,66,Brand_235,1472.8,2028.82,20.97
5444,Product_05444,25,Brand_211,1977.13,3151.8,14.37
5445,Product_05445,82,Brand_202,289.11,360.46,12.15
5446,Product_05446,24,Brand_018,643.65,870.19,20.89
5447,Product_05447,63,Brand_007,1465.09,1927.15,8.55
5448,Product_05448,4,Brand_136,1118.61,1494.84,23.47
5449,Product_05449,52,Brand_018,345.72,427.6,17.76
5450,Product_05450,74,Brand_283,1985.89,2829.85,0.59
5451,Product_05451,69,Brand_183,153.64,224.79,23.0
5452,Product_05452,93,Brand_124,567.63,882.68,22.24
5453,Product_05453,25,Brand_114,892.5,1203.5,2.77
5454,Product_05454,57,Brand_170,1484.08,2269.12,2.22
5455,Product_05455,57,Brand_068,1065.57,1690.65,23.44
5456,Product_05456,57,Brand_081,808.72,1224.64,16.19
5457,Product_05457,52,Brand_175,1971.66,2269.36,5.92
5458,Product_05458,88,Brand_281,534.6,686.74,6.56
5459,Product_05459,97,Brand_209,321.98,442.67,17.76
5460,Product_05460,61,Brand_218,279.42,412.3,17.25
5461,Product_05461,24,Brand_012,462.41,678.24,17.75
5462,Product_05462,86,Brand_222,193.85,275.38,17.13
5463,Product_05463,12,Brand_262,1220.84,1597.38,19.18
5464,Product_05464,1,Brand_270,1553.98,2420.64,7.25
5465,Product_05465,45,Brand_112,1629.59,2555.15,23.2
5466,Product_05466,13,Brand_194,1451.41,1909.1,13.47
5467,Product_05467,41,Brand_263,33.8,43.14,2.04
5468,Product_05468,59,Brand_176,870.3,1115.27,19.82
5469,Product_05469,90,Brand_219,1988.2,3165.04,2.36
5470,Product_05470,76,Brand_166,565.62,645.97,16.65
5471,Product_05471,5,Brand_077,1245.74,1537.09,23.07
5472,Product_05472,64,Brand_147,905.3,1393.88,19.86
5473,Product_05473,90,Brand_140,977.05,1123.66,13.71
5474,Product_05474,98,Brand_077,157.09,194.32,24.9
5475,Product_05475,40,Brand_170,692.53,1006.25,19.82
5476,Product_05476,81,Brand_300,105.1,144.52,4.53
5477,Product_05477,73,Brand_191,673.99,854.6,11.17
5478,Product_05478,51,Brand_171,1297.79,1730.67,15.57
5479,Product_05479,32,Brand_090,967.19,1209.84,20.93
5480,Product_05480,51,Brand_296,918.0,1374.63,23.98
5481,Product_05481,32,Brand_257,1218.12,1697.17,15.75
5482,Product_05482,33,Brand_178,1776.99,2406.82,16.06
5483,Product_05483,57,Brand_275,1568.47,2129.55,17.59
5484,Product_05484,85,Brand_247,890.42,1190.54,2.22
5485,Product_05485,6,Brand_064,691.66,974.67,11.16
5486,Product_05486,32,Brand_163,1632.46,2575.46,17.9
5487,Product_05487,48,Brand_242,1415.66,1851.84,1.83
5488,Product_05488,47,Brand_159,154.95,178.73,20.96
5489,Product_05489,91,Brand_070,1224.92,1469.8,11.11
5490,Product_05490,92,Brand_267,1276.02,1718.99,5.49
5491,Product_05491,64,Brand_268,1442.81,2252.18,10.87
5492,Product_05492,8,Brand_164,1760.58,2273.12,18.46
5493,Product_05493,56,Brand_108,515.42,749.56,10.55
5494,Product_05494,98,Brand_081,384.31,569.31,11.63
5495,Product_05495,64,Brand_124,240.07,353.01,20.05
5496,Product_05496,77,Brand_026,1076.88,1202.35,16.08
5497,Product_05497,30,Brand_062,1330.07,1995.79,2.94
5498,Product_05498,37,Brand_077,1348.37,1496.32,0.41
5499,Product_05499,2,Brand_039,1727.19,2746.56,2.0
5500,Product_05500,71,Brand_001,573.07,798.96,22.44
5501,Product_05501,49,Brand_116,1137.55,1659.04,22.7
5502,Product_05502,34,Brand_139,1036.82,1540.74,21.27
5503,Product_05503,10,Brand_087,876.92,1025.01,17.79
5504,Product_05504,69,Brand_102,464.26,561.21,7.93
5505,Product_05505,4,Brand_121,1589.96,1756.63,7.68
5506,Product_05506,64,Brand_226,1041.97,1411.24,24.99
5507,Product_05507,62,Brand_193,13.95,17.12,20.89
5508,Product_05508,16,Brand_124,435.61,512.77,1.8
5509,Product_05509,58,Brand_127,741.08,883.36,16.33
5510,Product_05510,44,Brand_206,1039.4,1486.65,24.73
5511,Product_05511,14,Brand_240,1235.79,1883.54,8.56
5512,Product_05512,84,Brand_296,250.78,296.91,8.56
5513,Product_05513,12,Brand_013,936.27,1332.87,21.68
5514,Product_05514,82,Brand_295,1572.77,2429.36,20.43
5515,Product_05515,29,Brand_074,1037.12,1165.88,23.76
5516,Product_05516,87,Brand_125,351.39,500.97,9.7
5517,Product_05517,29,Brand_091,1579.45,2105.93,12.65
5518,Product_05518,35,Brand_274,1974.52,2510.46,23.86
5519,Product_05519,96,Brand_175,1477.81,2095.93,3.67
5520,Product_05520,100,Brand_033,447.79,501.31,8.83
5521,Product_05521,99,Brand_146,614.9,795.28,2.14
5522,Product_05522,21,Brand_177,453.46,509.07,0.63
5523,Product_05523,49,Brand_182,95.94,118.84,16.58
5524,Product_05524,90,Brand_097,1597.11,1757.74,7.69
5525,Product_05525,58,Brand_028,121.42,180.65,7.38
5526,Product_05526,6,Brand_108,933.09,1439.63,4.16
5527,Product_05527,57,Brand_231,421.67,508.8,18.33
5528,Product_05528,17,Brand_105,1676.87,1918.43,14.32
5529,Product_05529,62,Brand_018,697.74,939.15,2.46
5530,Product_05530,71,Brand_013,1813.39,2483.59,1.93
5531,Product_05531,16,Brand_268,686.04,897.28,0.28
5532,Product_05532,82,Brand_148,1047.15,1523.21,13.61
5533,Product_05533,18,Brand_019,1263.32,1576.4,5.56
5534,Product_05534,73,Brand_239,1731.78,2259.84,3.78
5535,Product_05535,24,Brand_276,479.26,659.67,5.04
5536,Product_05536,92,Brand_156,801.16,1097.33,4.42
5537,Product_05537,71,Brand_282,1885.76,2114.89,11.09
5538,Product_05538,63,Brand_241,436.9,485.1,14.51
5539,Product_05539,55,Brand_078,516.46,694.63,9.95
5540,Product_05540,31,Brand_238,1542.31,2030.54,13.08
5541,Product_05541,79,Brand_094,956.2,1107.82,24.52
5542,Product_05542,22,Brand_213,557.96,738.87,18.74
5543,Product_05543,21,Brand_208,1927.02,2632.9,5.92
5544,Product_05544,62,Brand_133,1896.48,2459.79,14.95
5545,Product_05545,22,Brand_234,769.4,925.69,16.58
5546,Product_05546,29,Brand_151,1813.79,2542.31,4.75
5547,Product_05547,4,Brand_012,1851.27,2650.35,8.06
5548,Product_05548,77,Brand_178,740.08,947.91,2.42
5549,Product_05549,41,Brand_114,660.46,887.09,15.71
5550,Product_05550,58,Brand_288,777.76,1126.47,19.44
5551,Product_05551,54,Brand_126,425.35,595.62,19.1
5552,Product_05552,19,Brand_048,702.03,1031.96,24.34
5553,Product_05553,19,Brand_279,1990.29,3146.53,0.41
5554,Product_05554,98,Brand_050,621.83,692.49,22.21
5555,Product_05555,5,Brand_021,744.93,949.86,18.95
5556,Product_05556,43,Brand_113,1195.46,1911.67,19.21
5557,Product_05557,50,Brand_092,1255.5,1656.85,17.98
5558,Product_05558,21,Brand_169,783.68,1164.8,10.77
5559,Product_05559,73,Brand_299,448.45,528.95,23.72
5560,Product_05560,62,Brand_280,652.89,1032.48,0.46
5561,Product_05561,59,Brand_038,683.27,976.08,1.74
5562,Product_05562,33,Brand_300,1271.07,1502.73,24.24
5563,Product_05563,21,Brand_283,589.38,916.8,9.66
5564,Product_05564,1,Brand_129,1490.07,1926.48,9.18
5565,Product_05565,39,Brand_225,1787.22,2350.2,20.39
5566,Product_05566,44,Brand_072,98.75,150.37,7.27
5567,Product_05567,41,Brand_155,1300.5,1605.61,13.28
5568,Product_05568,24,Brand_144,336.17,399.66,18.09
5569,Product_05569,33,Brand_227,1295.11,1616.89,18.44
5570,Product_05570,83,Brand_162,1232.4,1728.12,5.93
5571,Product_05571,91,Brand_300,1244.42,1818.11,18.97
5572,Product_05572,69,Brand_127,100.01,149.51,5.57
5573,Product_05573,95,Brand_212,1936.47,2556.97,22.03
5574,Product_05574,75,Brand_060,1566.68,1789.07,21.15
5575,Product_05575,44,Brand_098,1006.5,1118.69,2.29
5576,Product_05576,60,Brand_202,393.95,438.74,6.91
5577,Product_05577,31,Brand_290,1129.98,1286.04,20.81
5578,Product_05578,31,Brand_300,689.17,1086.75,13.45
5579,Product_05579,13,Brand_095,82.38,129.07,1.54
5580,Product_05580,68,Brand_039,312.18,431.21,15.94
5581,Product_05581,100,Brand_086,855.42,1125.26,3.6
5582,Product_05582,43,Brand_139,909.3,1014.4,14.06
5583,Product_05583,71,Brand_269,1089.42,1568.21,9.56
5584,Product_05584,17,Brand_171,1662.32,2168.06,9.71
5585,Product_05585,79,Brand_034,149.66,172.89,23.07
5586,Product_05586,20,Brand_088,670.53,919.41,20.16
5587,Product_05587,5,Brand_138,964.35,1110.71,6.37
5588,Product_05588,16,Brand_119,1440.6,1806.95,16.69
5589,Product_05589,72,Brand_287,525.49,697.03,7.08
5590,Product_05590,90,Brand_300,1588.18,2330.66,4.86
5591,Product_05591,51,Brand_011,1535.21,1798.8,12.24
5592,Product_05592,80,Brand_154,1014.75,1388.92,3.66
5593,Product_05593,50,Brand_072,1748.16,2269.99,12.23
5594,Product_05594,87,Brand_202,288.87,404.86,8.23
5595,Product_05595,43,Brand_263,314.07,349.04,22.8
5596,Product_05596,97,Brand_123,652.47,925.01,22.48
5597,Product_05597,94,Brand_092,1414.36,2104.05,23.79
5598,Product_05598,16,Brand_007,686.38,1084.75,17.03
5599,Product_05599,47,Brand_097,632.77,712.26,2.07
5600,Product_05600,45,Brand_294,848.56,1290.56,6.88
5601,Product_05601,8,Brand_202,221.95,338.8,8.4
5602,Product_05602,81,Brand_089,669.49,897.5,0.65
5603,Product_05603,25,Brand_065,701.16,839.89,21.41
5604,Product_05604,86,Brand_002,1337.04,2129.78,17.35
5605,Product_05605,9,Brand_251,1356.17,2132.8,8.86
5606,Product_05606,43,Brand_191,1722.66,2749.11,20.58
5607,Product_05607,31,Brand_034,1056.08,1543.08,6.0
5608,Product_05608,50,Brand_109,764.7,1176.78,19.67
5609,Product_05609,22,Brand_161,888.3,1327.05,17.21
5610,Product_05610,24,Brand_106,1941.59,2898.09,12.97
5611,Product_05611,72,Brand_068,1109.38,1322.1,16.6
5612,Product_05612,67,Brand_015,1070.85,1347.64,1.68
5613,Product_05613,12,Brand_231,101.61,112.85,17.59
5614,Product_05614,46,Brand_265,1594.89,2531.68,12.59
5615,Product_05615,31,Brand_159,683.56,1008.73,9.98
5616,Product_05616,79,Brand_019,389.19,611.45,0.95
5617,Product_05617,90,Brand_281,1247.9,1512.07,24.09
5618,Product_05618,69,Brand_116,289.81,364.81,15.28
5619,Product_05619,61,Brand_092,786.06,1016.17,15.55
5620,Product_05620,94,Brand_005,751.91,1138.45,15.33
5621,Product_05621,47,Brand_084,17.22,22.28,2.36
5622,Product_05622,33,Brand_164,907.87,1043.64,20.45
5623,Product_05623,21,Brand_043,1687.52,2070.13,5.94
5624,Product_05624,40,Brand_221,170.75,228.39,14.61
5625,Product_05625,73,Brand_210,658.29,1031.48,17.67
5626,Product_05626,79,Brand_230,311.83,476.65,17.01
5627,Product_05627,61,Brand_186,1110.79,1473.92,2.56
5628,Product_05628,19,Brand_265,1267.06,1791.36,3.65
5629,Product_05629,77,Brand_154,126.41,139.66,9.77
5630,Product_05630,6,Brand_216,1430.36,1943.37,6.56
5631,Product_05631,52,Brand_239,567.57,741.29,7.62
5632,Product_05632,23,Brand_150,1453.93,1657.94,7.15
5633,Product_05633,60,Brand_026,1501.56,1727.57,6.76
5634,Product_05634,79,Brand_245,1737.1,2570.33,18.5
5635,Product_05635,19,Brand_235,1108.98,1680.06,1.72
5636,Product_05636,75,Brand_156,1927.73,2271.44,23.14
5637,Product_05637,54,Brand_109,1138.49,1527.78,14.82
5638,Product_05638,23,Brand_007,533.46,680.22,20.6
5639,Product_05639,85,Brand_037,1325.44,2080.59,9.85
5640,Product_05640,28,Brand_268,212.67,270.72,24.3
5641,Product_05641,68,Brand_209,1490.1,1832.79,5.91
5642,Product_05642,79,Brand_191,34.89,46.44,17.68
5643,Product_05643,73,Brand_087,536.91,808.62,13.2
5644,Product_05644,8,Brand_011,934.04,1351.39,4.28
5645,Product_05645,14,Brand_300,1748.34,2726.36,1.76
5646,Product_05646,26,Brand_193,1597.52,1776.32,23.87
5647,Product_05647,53,Brand_108,1611.46,2002.98,11.86
5648,Product_05648,87,Brand_054,1884.53,2511.97,5.62
5649,Product_05649,92,Brand_047,1542.14,2053.04,3.55
5650,Product_05650,81,Brand_015,1001.8,1514.79,14.38
5651,Product_05651,3,Brand_274,558.66,741.35,0.67
5652,Product_05652,93,Brand_185,1977.5,2682.34,21.38
5653,Product_05653,41,Brand_089,1516.08,2365.08,7.99
5654,Product_05654,50,Brand_268,1803.06,2252.01,19.26
5655,Product_05655,11,Brand_248,1066.69,1194.47,17.08
5656,Product_05656,65,Brand_157,317.68,404.33,20.0
5657,Product_05657,51,Brand_262,232.63,362.2,2.93
5658,Product_05658,48,Brand_226,950.67,1280.08,10.11
5659,Product_05659,80,Brand_004,1656.52,2005.9,6.37
5660,Product_05660,36,Brand_289,1704.91,1996.35,5.1
5661,Product_05661,100,Brand_247,1658.37,2515.95,4.54
5662,Product_05662,39,Brand_068,371.97,522.59,21.55
5663,Product_05663,69,Brand_291,1689.21,2500.08,18.27
5664,Product_05664,37,Brand_266,1871.51,2334.11,6.98
5665,Product_05665,41,Brand_239,1909.2,2456.98,14.25
5666,Product_05666,59,Brand_148,1681.42,2055.72,22.03
5667,Product_05667,31,Brand_103,795.51,884.53,19.08
5668,Product_05668,39,Brand_254,635.29,746.45,16.01
5669,Product_05669,26,Brand_142,787.62,944.71,15.79
5670,Product_05670,21,Brand_006,1438.48,1998.03,15.12
5671,Product_05671,80,Brand_062,1189.75,1370.64,16.95
5672,Product_05672,56,Brand_020,340.86,474.7,15.19
5673,Product_05673,60,Brand_128,629.86,935.5,7.92
5674,Product_05674,47,Brand_209,43.39,61.34,7.89
5675,Product_05675,63,Brand_027,1792.73,2576.22,17.85
5676,Product_05676,57,Brand_168,1640.87,1860.93,17.3
5677,Product_05677,56,Brand_069,135.31,155.68,10.86
5678,Product_05678,70,Brand_228,1854.7,2625.65,14.72
5679,Product_05679,84,Brand_226,51.94,79.46,23.45
5680,Product_05680,45,Brand_258,1906.88,2526.58,13.66
5681,Product_05681,43,Brand_181,854.73,1312.21,13.15
5682,Product_05682,33,Brand_137,337.46,464.2,20.05
5683,Product_05683,42,Brand_140,459.98,584.45,1.09
5684,Product_05684,5,Brand_110,1323.45,1510.53,14.32
5685,Product_05685,3,Brand_104,18.38,22.32,5.07
5686,Product_05686,98,Brand_170,745.63,943.46,4.68
5687,Product_05687,27,Brand_250,488.86,769.28,18.95
5688,Product_05688,19,Brand_180,186.36,266.0,22.49
5689,Product_05689,33,Brand_163,709.61,1024.7,12.4
5690,Product_05690,18,Brand_163,467.81,728.15,22.76
5691,Product_05691,77,Brand_241,1421.07,2259.89,19.92
5692,Product_05692,30,Brand_014,133.38,162.8,13.37
5693,Product_05693,21,Brand_173,966.4,1102.69,23.17
5694,Product_05694,74,Brand_148,1621.73,1967.05,2.82
5695,Product_05695,91,Brand_032,707.66,1045.66,4.01
5696,Product_05696,95,Brand_205,1639.81,2497.81,15.7
5697,Product_05697,16,Brand_188,931.34,1102.19,24.31
5698,Product_05698,81,Brand_176,1171.18,1530.89,16.76
5699,Product_05699,60,Brand_242,796.97,1115.19,16.05
5700,Product_05700,90,Brand_289,1408.45,1808.54,15.2
5701,Product_05701,77,Brand_083,442.03,624.81,1.86
5702,Product_05702,53,Brand_230,1468.16,2155.66,2.38
5703,Product_05703,19,Brand_122,1187.11,1793.07,14.85
5704,Product_05704,99,Brand_285,274.08,380.13,8.27
5705,Product_05705,73,Brand_227,1921.36,2927.23,17.38
5706,Product_05706,53,Brand_001,10.19,15.79,24.49
5707,Product_05707,62,Brand_071,126.73,196.0,12.34
5708,Product_05708,14,Brand_288,748.63,1194.5,8.72
5709,Product_05709,96,Brand_230,808.61,1005.95,24.31
5710,Product_05710,18,Brand_020,80.66,94.04,14.91
5711,Product_05711,61,Brand_282,853.03,1161.21,8.96
5712,Product_05712,71,Brand_114,1978.68,2850.53,11.01
5713,Product_05713,83,Brand_188,176.61,206.56,5.54
5714,Product_05714,61,Brand_155,266.11,323.48,4.78
5715,Product_05715,42,Brand_204,823.95,1096.19,14.71
5716,Product_05716,62,Brand_151,1598.17,2122.26,10.93
5717,Product_05717,20,Brand_195,1223.15,1386.5,23.25
5718,Product_05718,8,Brand_133,124.59,167.96,0.46
5719,Product_05719,65,Brand_192,390.61,533.25,9.77
5720,Product_05720,76,Brand_104,1438.91,2177.16,18.02
5721,Product_05721,52,Brand_064,1106.14,1569.87,10.49
5722,Product_05722,84,Brand_165,1614.29,2443.64,23.8
5723,Product_05723,72,Brand_291,1813.01,2867.12,5.99
5724,Product_05724,34,Brand_278,1029.35,1393.85,22.35
5725,Product_05725,81,Brand_088,1527.46,1853.93,6.63
5726,Product_05726,69,Brand_138,1705.82,2455.77,12.61
5727,Product_05727,12,Brand_027,1131.37,1341.24,21.26
5728,Product_05728,13,Brand_173,1044.16,1579.86,9.05
5729,Product_05729,42,Brand_239,535.05,779.41,1.19
5730,Product_05730,80,Brand_165,1404.9,1785.29,15.87
5731,Product_05731,13,Brand_161,389.7,518.2,21.49
5732,Product_05732,88,Brand_227,1732.36,2160.94,3.26
5733,Product_05733,41,Brand_287,852.28,1058.97,13.62
5734,Product_05734,70,Brand_081,601.49,755.0,20.03
5735,Product_05735,60,Brand_075,37.51,59.82,11.49
5736,Product_05736,66,Brand_208,415.14,586.45,17.55
5737,Product_05737,21,Brand_036,526.17,592.75,23.22
5738,Product_05738,43,Brand_245,867.28,1121.0,19.07
5739,Product_05739,46,Brand_238,1395.17,1610.5,23.1
5740,Product_05740,55,Brand_262,333.57,451.87,7.68
5741,Product_05741,8,Brand_296,497.36,721.32,3.42
5742,Product_05742,46,Brand_060,817.06,1212.61,15.8
5743,Product_05743,36,Brand_135,232.46,255.88,11.89
5744,Product_05744,13,Brand_094,798.16,898.24,20.78
5745,Product_05745,27,Brand_276,899.69,1321.54,4.3
5746,Product_05746,76,Brand_215,813.62,1285.67,20.98
5747,Product_05747,8,Brand_218,1165.03,1576.09,6.82
5748,Product_05748,76,Brand_186,1829.69,2330.62,3.4
5749,Product_05749,61,Brand_010,167.68,234.0,24.93
5750,Product_05750,21,Brand_184,955.17,1307.53,6.37
5751,Product_05751,28,Brand_104,69.53,89.49,5.53
5752,Product_05752,37,Brand_023,1344.35,1494.97,8.5
5753,Product_05753,82,Brand_237,58.52,83.61,20.21
5754,Product_05754,22,Brand_200,408.84,465.88,11.59
5755,Product_05755,84,Brand_258,950.03,1201.52,12.62
5756,Product_05756,72,Brand_275,1976.4,2919.62,17.91
5757,Product_05757,9,Brand_290,1087.61,1233.73,10.36
5758,Product_05758,14,Brand_255,69.28,87.95,11.22
5759,Product_05759,38,Brand_253,1954.58,2588.96,13.17
5760,Product_05760,78,Brand_194,402.32,578.72,22.36
5761,Product_05761,54,Brand_279,287.62,440.0,11.54
5762,Product_05762,38,Brand_095,911.34,1113.01,19.15
5763,Product_05763,64,Brand_091,1389.84,1898.02,7.54
5764,Product_05764,100,Brand_246,1448.89,2190.83,19.29
5765,Product_05765,69,Brand_020,1047.61,1196.73,20.01
5766,Product_05766,32,Brand_181,1895.87,2272.12,10.4
5767,Product_05767,17,Brand_151,1952.5,2245.39,12.38
5768,Product_05768,87,Brand_112,1893.57,3001.03,15.02
5769,Product_05769,44,Brand_073,418.86,515.62,11.59
5770,Product_05770,55,Brand_034,715.36,1040.32,15.8
5771,Product_05771,76,Brand_283,1460.34,2267.4,14.27
5772,Product_05772,32,Brand_128,1347.74,1568.94,10.22
5773,Product_05773,17,Brand_054,376.21,431.66,13.17
5774,Product_05774,9,Brand_251,1367.05,2058.92,6.55
5775,Product_05775,72,Brand_263,691.15,902.93,21.52
5776,Product_05776,8,Brand_126,743.93,942.7,21.22
5777,Product_05777,73,Brand_023,1585.04,2117.32,13.4
5778,Product_05778,63,Brand_217,904.15,1133.87,14.42
5779,Product_05779,42,Brand_200,1346.67,1838.9,18.18
5780,Product_05780,43,Brand_137,560.59,755.53,22.36
5781,Product_05781,55,Brand_143,1674.84,2136.79,20.35
5782,Product_05782,43,Brand_132,1877.54,2858.58,8.47
5783,Product_05783,81,Brand_043,528.86,811.68,8.48
5784,Product_05784,87,Brand_198,1523.62,2427.81,6.39
5785,Product_05785,53,Brand_110,240.91,294.04,24.51
5786,Product_05786,85,Brand_012,1172.41,1630.91,2.37
5787,Product_05787,17,Brand_205,1540.27,2095.95,18.46
5788,Product_05788,65,Brand_119,561.77,810.1,0.62
5789,Product_05789,47,Brand_254,1844.84,2038.39,16.93
5790,Product_05790,95,Brand_032,1568.54,1772.11,1.72
5791,Product_05791,67,Brand_086,1543.33,2133.63,2.9
5792,Product_05792,87,Brand_145,1528.46,1900.82,23.79
5793,Product_05793,80,Brand_219,39.85,56.7,0.49
5794,Product_05794,15,Brand_217,1778.43,2679.23,6.56
5795,Product_05795,97,Brand_007,785.25,1069.52,9.11
5796,Product_05796,49,Brand_130,698.36,957.96,23.52
5797,Product_05797,85,Brand_070,1675.54,2592.92,8.64
5798,Product_05798,77,Brand_101,1030.52,1207.27,14.54
5799,Product_05799,58,Brand_152,1661.54,2385.07,19.14
5800,Product_05800,41,Brand_130,889.8,1255.97,11.54
5801,Product_05801,64,Brand_219,1303.47,1707.92,6.39
5802,Product_05802,85,Brand_264,1895.51,2358.87,14.79
5803,Product_05803,27,Brand_282,1312.81,2040.68,24.74
5804,Product_05804,86,Brand_110,56.83,90.6,8.29
5805,Product_05805,45,Brand_200,289.0,443.29,17.78
5806,Product_05806,95,Brand_077,1795.12,2166.0,23.1
