order_id,customer_id,order_date,order_status,shipping_city,shipping_state,total_amount
12957,45103,2024-12-13,Delivered,Kolkata,West Bengal,6978.86
12958,1510,2024-06-10,Delivered,Guwahati,Tamil Nadu,9576.43
12959,44450,2024-02-08,Delivered,Kolkata,Tamil Nadu,20916.73
12960,9779,2024-04-21,Delivered,Kolkata,Rajasthan,3902.98
12961,29353,2025-12-28,Delivered,Chennai,Telangana,5745.24
12962,24746,2025-04-09,Delivered,Pune,Tamil Nadu,2701.58
12963,31511,2024-02-02,Delivered,Bengaluru,Delhi,786.6
12964,42217,2025-04-20,Shipped,Mumbai,West Bengal,20597.13
12965,20487,2024-12-01,Delivered,Guwahati,Assam,9017.27
12966,44470,2024-02-22,Delivered,Bengaluru,Karnataka,10110.56
12967,23214,2025-08-12,Delivered,Delhi,Maharashtra,11413.03
12968,29397,2025-07-05,Cancelled,Jaipur,Tamil Nadu,6558.57
12969,17523,2025-09-04,Delivered,Imphal,West Bengal,16416.17
12970,5846,2024-09-27,Shipped,Mumbai,Delhi,18285.74
12971,38605,2024-06-10,Delivered,Imphal,Karnataka,11733.59
12972,7686,2024-08-13,Delivered,Mumbai,Delhi,10180.34
12973,7111,2024-03-07,Delivered,Bengaluru,Rajasthan,14244.12
12974,5577,2025-01-21,Delivered,Chennai,Telangana,8919.77
12975,36064,2025-03-15,Processing,Bengaluru,Assam,2465.59
12976,7987,2024-12-09,Delivered,Imphal,Telangana,5278.22
12977,22223,2024-11-03,Delivered,Guwahati,Karnataka,1093.14
12978,39875,2024-06-24,Delivered,Mumbai,Karnataka,8096.3
12979,46459,2025-01-07,Delivered,Bengaluru,Assam,678.16
12980,24410,2025-06-19,Delivered,Guwahati,Tamil Nadu,1131.24
12981,27579,2025-09-29,Delivered,Pune,Manipur,6051.55
12982,10657,2024-07-01,Delivered,Bengaluru,Manipur,11323.39
12983,2236,2024-10-14,Delivered,Hyderabad,Tamil Nadu,8909.64
12984,25650,2024-05-31,Delivered,Hyderabad,Manipur,617.14
12985,48784,2025-01-10,Delivered,Mumbai,Assam,15982.19
12986,36276,2024-10-07,Delivered,Kolkata,Karnataka,5895.43
12987,48604,2024-07-27,Cancelled,Hyderabad,Maharashtra,2813.33
12988,47233,2024-08-22,Delivered,Imphal,West Bengal,12521.43
12989,42882,2025-01-11,Delivered,Kolkata,Delhi,21398.24
12990,10157,2024-08-24,Delivered,Pune,Delhi,259.03
12991,24343,2024-01-18,Delivered,Guwahati,Tamil Nadu,16533.85
12992,36855,2025-01-10,Delivered,Mumbai,Rajasthan,8938.32
12993,9647,2025-05-23,Delivered,Delhi,Delhi,10318.29
12994,10626,2024-08-06,Delivered,Bengaluru,Telangana,6458.74
12995,4427,2024-12-31,Delivered,Guwahati,Karnataka,3792.79
12996,10021,2025-01-24,Delivered,Delhi,Delhi,2182.29
12997,33709,2024-05-12,Delivered,Imphal,Manipur,1147.18
12998,21553,2024-05-31,Delivered,Chennai,Assam,9338.42
12999,47836,2024-06-10,Delivered,Hyderabad,Maharashtra,2789.72
13000,1872,2025-02-04,Delivered,Pune,Tamil Nadu,7657.64
13001,18358,2024-04-25,Delivered,Chennai,West Bengal,18342.94
13002,3651,2024-04-26,Delivered,Pune,Rajasthan,5289.26
13003,11136,2025-04-03,Delivered,Bengaluru,Delhi,4021.26
13004,11474,2024-12-18,Delivered,Guwahati,Delhi,3465.87
13005,6829,2025-05-10,Delivered,Guwahati,Karnataka,18061.96
13006,28890,2025-12-24,Delivered,Chennai,Telangana,7875.45
13007,49008,2025-03-20,Delivered,Mumbai,Assam,8999.01
13008,28080,2024-02-29,Shipped,Chennai,Delhi,10124.45
13009,36175,2024-03-05,Delivered,Delhi,Delhi,9122.95
13010,3870,2025-01-04,Cancelled,Delhi,Karnataka,15012.81
13011,3906,2025-07-04,Cancelled,Mumbai,West Bengal,2639.12
13012,32302,2025-09-12,Delivered,Imphal,West Bengal,22230.22
13013,46113,2025-12-06,Delivered,Pune,Manipur,3018.5
13014,23876,2024-06-10,Delivered,Chennai,Delhi,6839.38
13015,14529,2025-11-08,Processing,Mumbai,Rajasthan,6277.9
13016,28501,2025-11-22,Delivered,Mumbai,Rajasthan,7584.64
13017,47715,2025-03-20,Delivered,Delhi,Manipur,18811.48
13018,11596,2024-08-21,Cancelled,Guwahati,Rajasthan,1973.1
13019,15207,2024-01-24,Delivered,Hyderabad,Delhi,1017.63
13020,49707,2025-09-11,Delivered,Bengaluru,Assam,21429.4
13021,16724,2024-01-28,Delivered,Jaipur,West Bengal,7568.58
13022,16238,2024-02-25,Delivered,Pune,Tamil Nadu,382.78
13023,22841,2025-02-04,Delivered,Imphal,Karnataka,1505.38
13024,35380,2024-03-04,Delivered,Jaipur,Maharashtra,14082.16
13025,34231,2025-11-12,Processing,Imphal,Rajasthan,2015.22
13026,23122,2024-09-18,Delivered,Chennai,West Bengal,943.09
13027,32381,2024-11-11,Delivered,Mumbai,Delhi,4249.07
13028,1152,2024-02-05,Delivered,Kolkata,Maharashtra,10053.7
13029,33813,2024-08-04,Processing,Jaipur,Assam,17930.59
13030,31739,2024-12-26,Delivered,Chennai,Telangana,16956.83
13031,45209,2025-03-01,Delivered,Kolkata,Assam,4015.38
13032,46056,2025-08-18,Delivered,Delhi,Telangana,773.68
13033,40699,2025-08-25,Delivered,Chennai,Maharashtra,1627.44
13034,15172,2025-02-07,Processing,Hyderabad,Delhi,3508.86
13035,14992,2024-05-12,Delivered,Imphal,Maharashtra,8051.63
13036,39138,2025-03-21,Delivered,Hyderabad,Telangana,19815.21
13037,37071,2024-08-08,Cancelled,Bengaluru,Karnataka,9658.43
13038,1309,2024-12-26,Delivered,Imphal,Maharashtra,19237.82
13039,12803,2024-03-29,Shipped,Delhi,Karnataka,22493.87
13040,13743,2024-03-03,Delivered,Mumbai,Tamil Nadu,1921.2
13041,32333,2024-10-19,Delivered,Imphal,West Bengal,4527.5
13042,703,2024-06-03,Delivered,Hyderabad,Delhi,7364.05
13043,15213,2025-02-09,Processing,Bengaluru,Karnataka,2462.74
13044,6907,2024-04-12,Shipped,Guwahati,Karnataka,2597.24
13045,30942,2025-01-04,Shipped,Chennai,Karnataka,9621.67
13046,30418,2024-09-09,Delivered,Kolkata,Delhi,20609.31
13047,33290,2025-01-02,Delivered,Kolkata,Delhi,4579.76
13048,43364,2024-11-14,Delivered,Imphal,Delhi,2143.31
13049,18751,2025-08-23,Delivered,Pune,Manipur,2759.25
13050,22733,2025-05-02,Delivered,Kolkata,Delhi,1815.89
13051,37700,2024-05-08,Delivered,Guwahati,West Bengal,2181.77
13052,24244,2024-01-01,Delivered,Mumbai,Tamil Nadu,2113.1
13053,28954,2025-11-02,Delivered,Mumbai,West Bengal,4600.89
13054,45917,2024-07-08,Delivered,Kolkata,Manipur,5425.29
13055,46729,2024-11-09,Delivered,Bengaluru,Manipur,10349.16
13056,49123,2024-12-15,Delivered,Hyderabad,Delhi,11600.32
13057,21638,2025-01-12,Delivered,Imphal,Assam,9013.15
13058,365,2025-12-19,Delivered,Delhi,Tamil Nadu,5628.75
13059,12342,2025-02-24,Cancelled,Bengaluru,Rajasthan,9290.73
13060,30382,2025-08-28,Delivered,Imphal,Delhi,14548.09
13061,36163,2025-11-14,Delivered,Chennai,Manipur,6253.17
13062,14923,2025-01-31,Shipped,Chennai,Manipur,26952.13
13063,25340,2025-04-16,Delivered,Delhi,Karnataka,19089.89
13064,37988,2024-04-21,Delivered,Guwahati,Assam,9274.0
13065,18927,2025-03-02,Delivered,Guwahati,Tamil Nadu,5577.75
13066,40049,2025-03-14,Delivered,Mumbai,Assam,1744.27
13067,29543,2025-06-05,Delivered,Hyderabad,Karnataka,5724.15
13068,33857,2025-10-09,Cancelled,Pune,Maharashtra,528.43
13069,16651,2025-03-11,Shipped,Bengaluru,Tamil Nadu,9381.87
13070,29578,2024-12-26,Delivered,Delhi,Tamil Nadu,8369.27
13071,44041,2025-05-31,Delivered,Mumbai,Karnataka,2973.81
13072,10336,2025-09-01,Delivered,Jaipur,Maharashtra,12404.2
13073,2205,2025-03-11,Delivered,Chennai,Manipur,5843.34
13074,43429,2025-05-26,Delivered,Imphal,Karnataka,10574.2
13075,37437,2025-08-16,Delivered,Hyderabad,Delhi,2856.26
13076,8701,2025-08-05,Shipped,Jaipur,West Bengal,1083.72
13077,36888,2025-05-26,Delivered,Kolkata,Delhi,8530.0
13078,28670,2024-04-06,Delivered,Guwahati,Maharashtra,13076.13
13079,40167,2025-12-20,Delivered,Jaipur,Delhi,6345.49
13080,599,2024-07-13,Delivered,Delhi,West Bengal,750.37
13081,49948,2024-03-16,Delivered,Hyderabad,Rajasthan,8181.75
13082,29850,2025-02-01,Delivered,Pune,West Bengal,2822.77
13083,14997,2024-11-16,Delivered,Imphal,Rajasthan,4859.35
13084,22351,2024-11-19,Delivered,Imphal,Telangana,8571.9
13085,2186,2025-09-25,Shipped,Kolkata,Assam,15599.37
13086,36920,2024-02-10,Delivered,Kolkata,Delhi,5255.13
13087,21637,2025-10-21,Delivered,Jaipur,Karnataka,5929.14
13088,10378,2025-05-05,Delivered,Delhi,Rajasthan,8851.77
13089,21807,2025-03-30,Delivered,Bengaluru,Rajasthan,549.82
13090,11227,2025-04-15,Delivered,Pune,Maharashtra,11536.65
13091,200,2025-02-17,Delivered,Bengaluru,Tamil Nadu,5655.28
13092,23914,2024-05-08,Cancelled,Guwahati,Delhi,4915.86
13093,17698,2025-07-10,Delivered,Bengaluru,Tamil Nadu,1638.3
13094,19432,2025-10-11,Delivered,Bengaluru,Manipur,5686.62
13095,7352,2024-05-27,Processing,Hyderabad,Rajasthan,9001.74
13096,46872,2025-03-17,Shipped,Bengaluru,Telangana,3454.65
13097,43398,2024-07-25,Shipped,Bengaluru,Maharashtra,26112.93
13098,27302,2024-08-13,Delivered,Bengaluru,Assam,18363.0
13099,27447,2025-08-20,Delivered,Jaipur,Delhi,5250.58
13100,12389,2024-04-10,Delivered,Pune,Tamil Nadu,11759.49
13101,9750,2024-03-26,Delivered,Kolkata,Delhi,850.04
13102,9567,2025-08-13,Delivered,Chennai,Assam,5341.61
13103,34338,2025-11-16,Delivered,Chennai,West Bengal,3391.39
13104,34659,2024-04-27,Delivered,Jaipur,Assam,4481.74
13105,13962,2025-04-20,Delivered,Guwahati,Tamil Nadu,5459.11
13106,37938,2024-03-12,Delivered,Bengaluru,Manipur,1356.3
13107,46043,2025-07-13,Delivered,Chennai,Telangana,1062.71
13108,9003,2025-04-10,Delivered,Kolkata,Tamil Nadu,749.01
13109,46997,2025-04-16,Delivered,Kolkata,Delhi,6508.18
13110,3361,2025-08-15,Delivered,Guwahati,Telangana,9023.25
13111,5057,2025-04-21,Processing,Bengaluru,Tamil Nadu,4818.94
13112,17171,2024-01-03,Delivered,Jaipur,Tamil Nadu,3271.1
13113,43665,2024-04-16,Processing,Pune,Delhi,3243.81
13114,28639,2024-05-14,Delivered,Kolkata,Karnataka,8398.9
13115,8405,2024-12-17,Delivered,Pune,Rajasthan,2010.25
13116,34392,2024-07-09,Delivered,Imphal,Telangana,8600.8
13117,26793,2025-03-20,Delivered,Imphal,Delhi,11555.22
13118,38701,2024-08-21,Delivered,Kolkata,Tamil Nadu,2077.22
13119,5175,2024-07-14,Shipped,Mumbai,Delhi,13250.4
13120,49371,2024-04-21,Delivered,Chennai,Rajasthan,16048.27
13121,837,2025-12-24,Delivered,Mumbai,Telangana,7399.61
13122,5071,2024-12-29,Delivered,Hyderabad,Telangana,2613.4
13123,11635,2025-10-16,Delivered,Hyderabad,Maharashtra,5975.18
13124,34764,2024-03-29,Delivered,Imphal,Karnataka,3061.9
13125,7723,2025-09-24,Delivered,Guwahati,Tamil Nadu,4792.59
13126,31502,2024-06-24,Delivered,Imphal,Maharashtra,6584.97
13127,36808,2024-01-27,Delivered,Mumbai,Telangana,9421.87
13128,29697,2024-02-22,Delivered,Pune,Manipur,8068.18
13129,33485,2024-05-14,Delivered,Pune,Tamil Nadu,2134.64
13130,38085,2025-08-23,Delivered,Bengaluru,Delhi,7328.62
13131,16751,2024-02-07,Delivered,Imphal,Telangana,5709.75
13132,44944,2024-02-23,Processing,Chennai,Karnataka,4322.33
13133,47601,2024-06-26,Delivered,Pune,Rajasthan,2495.54
13134,14935,2025-02-03,Delivered,Pune,Delhi,15565.98
13135,42084,2025-10-18,Delivered,Pune,Karnataka,3414.67
13136,34714,2025-03-26,Delivered,Mumbai,West Bengal,11100.86
13137,8331,2024-10-28,Delivered,Hyderabad,Assam,2044.79
13138,4209,2025-10-30,Delivered,Chennai,Telangana,6722.52
13139,10728,2025-03-18,Delivered,Bengaluru,Tamil Nadu,11061.58
13140,16518,2025-01-10,Delivered,Delhi,Telangana,16049.27
13141,15974,2024-09-25,Delivered,Delhi,Rajasthan,10477.49
13142,26838,2024-12-04,Delivered,Mumbai,Rajasthan,6519.02
13143,2513,2025-04-18,Delivered,Imphal,Rajasthan,13243.32
13144,21941,2025-02-10,Delivered,Delhi,Manipur,7715.48
13145,21447,2025-08-01,Delivered,Delhi,Telangana,3015.72
13146,169,2025-03-03,Processing,Kolkata,Maharashtra,8097.25
13147,31778,2025-04-05,Delivered,Mumbai,Tamil Nadu,15206.18
13148,33847,2024-05-09,Delivered,Bengaluru,Karnataka,9199.68
13149,4893,2024-01-03,Delivered,Bengaluru,Rajasthan,18029.24
13150,41914,2024-09-06,Processing,Hyderabad,Maharashtra,1862.39
13151,21081,2024-07-19,Delivered,Imphal,Telangana,11038.84
13152,46718,2025-11-29,Delivered,Hyderabad,Rajasthan,2140.47
13153,2887,2024-01-02,Delivered,Guwahati,Manipur,13572.62
13154,17132,2025-04-29,Delivered,Delhi,Karnataka,2260.37
13155,10516,2024-11-16,Shipped,Imphal,Assam,5275.76
13156,43196,2024-01-27,Delivered,Hyderabad,Karnataka,81.81
13157,5568,2025-08-05,Processing,Mumbai,Tamil Nadu,12771.0
13158,23457,2024-11-26,Delivered,Mumbai,Rajasthan,8003.68
13159,5024,2024-02-18,Shipped,Jaipur,Tamil Nadu,4262.86
13160,615,2025-03-07,Delivered,Imphal,Tamil Nadu,17642.79
13161,49014,2024-08-06,Delivered,Imphal,Tamil Nadu,260.95
13162,38230,2024-08-07,Delivered,Chennai,Rajasthan,14423.14
13163,12111,2024-12-31,Delivered,Delhi,Maharashtra,14581.03
13164,5386,2024-02-12,Delivered,Chennai,Karnataka,15167.54
13165,39194,2024-12-30,Delivered,Chennai,Tamil Nadu,5735.72
13166,32991,2024-08-24,Delivered,Imphal,Assam,6508.21
13167,33067,2025-12-10,Delivered,Pune,Tamil Nadu,13668.21
13168,33985,2024-03-21,Delivered,Hyderabad,West Bengal,10896.78
13169,42934,2025-03-29,Delivered,Jaipur,Karnataka,15438.14
13170,19642,2025-05-08,Delivered,Chennai,Maharashtra,490.11
13171,19558,2025-01-06,Delivered,Bengaluru,Delhi,5163.47
13172,34164,2025-02-18,Delivered,Hyderabad,Rajasthan,10452.8
13173,9508,2025-09-15,Delivered,Imphal,Tamil Nadu,3430.45
13174,18445,2024-04-06,Delivered,Delhi,Telangana,6261.87
13175,39606,2024-11-09,Processing,Jaipur,Assam,2688.07
13176,35223,2024-03-23,Delivered,Guwahati,Assam,10821.21
13177,14402,2025-09-27,Cancelled,Jaipur,Karnataka,3479.2
13178,17975,2025-01-01,Delivered,Bengaluru,Maharashtra,16475.26
13179,30761,2024-03-23,Delivered,Mumbai,Delhi,10345.87
13180,38723,2024-08-16,Delivered,Delhi,Maharashtra,13778.6
13181,22714,2025-01-10,Processing,Jaipur,Tamil Nadu,6814.75
13182,11528,2025-07-25,Delivered,Pune,Assam,2550.32
13183,46086,2024-10-05,Delivered,Imphal,Rajasthan,1842.89
13184,11461,2024-11-23,Processing,Jaipur,West Bengal,2836.11
13185,10246,2025-12-13,Delivered,Imphal,Assam,878.94
13186,761,2025-06-25,Delivered,Imphal,West Bengal,7015.2
13187,23929,2024-02-05,Delivered,Hyderabad,Tamil Nadu,4163.76
13188,5631,2024-10-27,Delivered,Imphal,Rajasthan,918.77
13189,31963,2025-04-29,Delivered,Guwahati,Rajasthan,853.51
13190,23103,2024-06-27,Delivered,Bengaluru,Karnataka,19393.62
13191,15452,2025-10-15,Delivered,Imphal,Karnataka,7605.8
13192,902,2024-04-03,Shipped,Hyderabad,Delhi,4350.28
13193,28142,2024-09-12,Shipped,Delhi,Rajasthan,14446.09
13194,35442,2025-09-30,Delivered,Chennai,Rajasthan,3754.5
13195,37479,2025-02-17,Delivered,Mumbai,West Bengal,16030.17
13196,34277,2024-09-27,Delivered,Imphal,Tamil Nadu,3988.78
13197,31908,2024-05-17,Shipped,Hyderabad,Assam,19138.36
13198,35355,2024-01-12,Shipped,Imphal,Karnataka,7009.09
13199,43474,2024-04-19,Delivered,Imphal,West Bengal,6203.36
13200,4722,2025-12-30,Delivered,Hyderabad,Rajasthan,10307.16
13201,23851,2025-09-12,Delivered,Chennai,Karnataka,8664.5
13202,14239,2025-06-12,Delivered,Delhi,Telangana,401.88
13203,45884,2025-08-13,Delivered,Delhi,West Bengal,1087.54
13204,19616,2025-08-08,Delivered,Kolkata,Tamil Nadu,7582.42
13205,13993,2025-11-30,Delivered,Kolkata,Manipur,7965.4
13206,49722,2025-06-26,Delivered,Chennai,Tamil Nadu,13721.16
13207,688,2024-06-29,Delivered,Imphal,Maharashtra,2660.97
13208,13140,2024-07-15,Delivered,Imphal,Tamil Nadu,8091.12
13209,18870,2024-11-22,Delivered,Guwahati,West Bengal,8583.3
13210,8621,2025-10-26,Cancelled,Pune,West Bengal,3337.27
13211,48359,2024-09-25,Delivered,Bengaluru,Assam,9968.07
13212,35135,2025-04-07,Shipped,Pune,Rajasthan,1315.75
13213,45501,2025-08-20,Delivered,Hyderabad,Assam,11465.62
13214,17070,2025-08-20,Delivered,Mumbai,Manipur,1148.14
13215,33151,2024-08-28,Delivered,Guwahati,West Bengal,16733.64
13216,31895,2024-08-30,Delivered,Kolkata,Rajasthan,9210.77
13217,12580,2024-05-09,Delivered,Guwahati,Tamil Nadu,9979.23
13218,41273,2025-08-11,Shipped,Kolkata,Karnataka,980.78
13219,21767,2025-05-29,Delivered,Hyderabad,Manipur,4080.41
13220,5072,2025-03-29,Delivered,Jaipur,Telangana,10935.35
13221,49003,2024-06-03,Delivered,Imphal,Karnataka,4061.77
13222,3698,2024-05-14,Cancelled,Imphal,Manipur,13548.73
13223,26113,2024-12-06,Delivered,Chennai,Delhi,8684.05
13224,15787,2025-06-27,Delivered,Kolkata,Maharashtra,16607.55
13225,37332,2024-02-29,Delivered,Imphal,West Bengal,788.16
13226,49830,2024-11-29,Delivered,Chennai,Manipur,7563.57
13227,43150,2024-08-13,Delivered,Pune,Tamil Nadu,16251.62
13228,32059,2025-08-14,Delivered,Kolkata,Karnataka,22472.5
13229,36199,2024-06-27,Delivered,Chennai,Tamil Nadu,2144.01
13230,1952,2025-05-10,Shipped,Chennai,Manipur,6125.03
13231,31743,2025-11-13,Delivered,Mumbai,Karnataka,6594.0
13232,32664,2025-10-06,Delivered,Mumbai,Delhi,1282.06
13233,17501,2024-06-20,Delivered,Chennai,Rajasthan,2649.12
13234,44853,2024-11-27,Delivered,Jaipur,Delhi,8048.67
13235,28589,2024-04-26,Delivered,Bengaluru,Rajasthan,18955.85
13236,6126,2024-08-04,Shipped,Kolkata,Karnataka,13330.22
13237,27587,2025-01-02,Delivered,Chennai,Assam,11141.94
13238,3195,2024-08-13,Delivered,Jaipur,Telangana,15067.34
13239,16060,2025-01-28,Delivered,Hyderabad,Delhi,5034.0
13240,32733,2025-03-11,Delivered,Mumbai,Maharashtra,11169.32
13241,41436,2025-05-04,Delivered,Hyderabad,Maharashtra,11601.46
13242,1480,2024-04-02,Delivered,Bengaluru,Assam,6046.28
13243,19236,2025-04-05,Cancelled,Kolkata,Maharashtra,23368.76
13244,31050,2025-03-28,Processing,Kolkata,Telangana,5814.36
13245,64,2024-09-17,Shipped,Imphal,Maharashtra,6921.12
13246,17191,2024-10-22,Delivered,Mumbai,Delhi,9248.07
13247,2051,2024-07-09,Shipped,Pune,Maharashtra,5154.97
13248,36916,2024-02-17,Processing,Guwahati,Tamil Nadu,15474.82
13249,2261,2025-12-10,Delivered,Delhi,Tamil Nadu,7647.02
13250,8149,2025-07-23,Delivered,Kolkata,Assam,8880.06
13251,24545,2024-06-24,Delivered,Bengaluru,Rajasthan,12931.38
13252,4877,2024-01-05,Processing,Kolkata,Delhi,36606.14
13253,24126,2025-11-20,Cancelled,Chennai,West Bengal,3181.67
13254,35942,2024-09-18,Delivered,Imphal,Assam,895.74
13255,24510,2024-12-23,Delivered,Pune,Assam,6757.32
13256,1136,2025-05-12,Delivered,Hyderabad,Assam,3410.99
13257,9154,2025-02-03,Delivered,Hyderabad,Manipur,8801.96
13258,7682,2025-02-12,Delivered,Mumbai,Karnataka,6185.78
13259,32429,2024-01-08,Delivered,Hyderabad,West Bengal,1522.95
13260,30275,2025-01-29,Delivered,Guwahati,Karnataka,6918.3
13261,15355,2024-03-17,Cancelled,Chennai,Rajasthan,10530.33
13262,45498,2025-06-08,Delivered,Chennai,Telangana,1458.33
13263,33209,2024-03-20,Delivered,Chennai,Tamil Nadu,11798.26
13264,19257,2024-04-24,Processing,Hyderabad,Tamil Nadu,12917.0
13265,28941,2024-09-05,Delivered,Guwahati,Telangana,6189.68
13266,21868,2024-05-04,Delivered,Delhi,Maharashtra,12476.75
13267,49843,2025-06-28,Shipped,Chennai,West Bengal,10182.37
13268,9760,2025-04-09,Shipped,Pune,Karnataka,1426.45
13269,25621,2024-09-13,Delivered,Jaipur,Assam,1959.33
13270,28492,2025-04-24,Delivered,Chennai,Maharashtra,7030.59
13271,6905,2025-10-26,Shipped,Imphal,Delhi,11374.36
13272,19859,2024-10-27,Delivered,Jaipur,West Bengal,1189.8
13273,22963,2024-06-10,Delivered,Imphal,Telangana,10373.9
13274,26299,2024-05-18,Delivered,Imphal,Assam,7231.89
13275,24917,2025-09-27,Delivered,Guwahati,Assam,16223.21
13276,27064,2024-01-14,Delivered,Chennai,Tamil Nadu,9967.7
13277,40206,2025-05-10,Delivered,Hyderabad,West Bengal,4034.43
13278,9539,2025-09-19,Delivered,Delhi,West Bengal,6144.76
13279,40342,2024-11-29,Delivered,Chennai,Rajasthan,6831.42
13280,27172,2025-09-10,Shipped,Pune,Delhi,7837.92
13281,1835,2025-02-27,Cancelled,Hyderabad,Rajasthan,4778.52
13282,35962,2025-05-04,Processing,Kolkata,Rajasthan,566.21
13283,35424,2025-12-16,Delivered,Pune,Karnataka,10430.46
13284,37744,2025-01-22,Delivered,Imphal,Maharashtra,9620.76
13285,18607,2024-09-26,Delivered,Pune,Tamil Nadu,10459.25
13286,41397,2025-06-05,Delivered,Pune,Tamil Nadu,11845.08
13287,34108,2024-04-19,Shipped,Mumbai,Telangana,9422.33
13288,17920,2024-11-14,Delivered,Pune,West Bengal,1323.54
13289,48179,2025-07-08,Shipped,Delhi,Assam,7788.53
13290,21495,2025-05-24,Delivered,Kolkata,Rajasthan,7355.08
13291,12377,2024-04-28,Delivered,Hyderabad,Assam,12697.52
13292,30161,2024-12-20,Delivered,Chennai,West Bengal,21121.37
13293,41130,2024-12-05,Cancelled,Guwahati,Tamil Nadu,5993.93
13294,18330,2025-04-21,Shipped,Delhi,Rajasthan,14511.83
13295,23407,2024-07-12,Shipped,Bengaluru,West Bengal,2062.41
13296,23552,2025-06-29,Delivered,Pune,Assam,254.43
13297,19,2024-02-13,Delivered,Mumbai,Tamil Nadu,10019.3
13298,44337,2024-08-08,Delivered,Bengaluru,Karnataka,5540.21
13299,48396,2025-01-25,Delivered,Imphal,Rajasthan,10053.5
13300,2666,2025-05-21,Shipped,Imphal,Delhi,2099.77
13301,5137,2025-01-18,Shipped,Jaipur,Karnataka,7936.46
13302,33362,2025-02-07,Cancelled,Hyderabad,Rajasthan,2770.4
13303,38473,2024-11-19,Shipped,Delhi,Assam,7650.0
13304,35902,2025-11-17,Delivered,Jaipur,Delhi,4191.59
13305,39752,2025-04-11,Delivered,Imphal,Karnataka,10944.03
13306,23289,2024-06-20,Delivered,Delhi,Karnataka,12838.93
13307,17152,2025-10-09,Processing,Kolkata,Manipur,887.51
13308,30904,2025-10-02,Delivered,Jaipur,Telangana,7510.91
13309,4084,2025-10-01,Delivered,Chennai,Tamil Nadu,4725.69
13310,36596,2025-01-31,Delivered,Jaipur,Manipur,9469.63
13311,7471,2025-10-15,Delivered,Kolkata,Karnataka,14973.14
13312,1323,2025-11-06,Delivered,Pune,Tamil Nadu,8198.83
13313,2530,2025-03-03,Delivered,Mumbai,Tamil Nadu,1155.57
13314,28251,2025-02-26,Delivered,Hyderabad,Rajasthan,3687.33
13315,37829,2024-08-12,Shipped,Hyderabad,West Bengal,12912.69
13316,23607,2024-05-26,Delivered,Hyderabad,West Bengal,5850.67
13317,31790,2025-05-31,Delivered,Pune,Rajasthan,8416.72
13318,40341,2024-05-19,Shipped,Jaipur,Delhi,1168.57
13319,25078,2025-08-26,Delivered,Imphal,Delhi,14755.9
13320,8103,2025-01-28,Delivered,Hyderabad,Assam,3528.38
13321,45879,2024-01-26,Delivered,Bengaluru,Tamil Nadu,2027.02
13322,5869,2024-11-18,Delivered,Imphal,West Bengal,5545.23
13323,35520,2025-09-26,Delivered,Jaipur,Telangana,12332.13
13324,33994,2025-05-12,Delivered,Delhi,Delhi,15446.2
13325,15263,2025-11-22,Delivered,Pune,Tamil Nadu,12706.56
13326,15425,2025-04-08,Delivered,Bengaluru,Maharashtra,9937.18
13327,768,2024-08-17,Delivered,Bengaluru,Karnataka,1384.15
13328,42906,2025-12-31,Delivered,Kolkata,Karnataka,2536.69
13329,609,2025-05-31,Cancelled,Chennai,Assam,3345.44
13330,48092,2024-02-10,Delivered,Chennai,Tamil Nadu,1152.68
13331,33329,2024-07-01,Cancelled,Bengaluru,Tamil Nadu,9433.12
13332,17495,2024-07-29,Delivered,Guwahati,Manipur,13023.43
13333,47977,2025-12-29,Delivered,Jaipur,Rajasthan,9918.8
13334,26536,2024-08-30,Delivered,Mumbai,Assam,1634.55
13335,49800,2025-06-12,Delivered,Chennai,Assam,6264.35
13336,22786,2024-10-05,Delivered,Guwahati,Manipur,13612.71
13337,30024,2024-02-25,Delivered,Mumbai,Telangana,5432.35
13338,19609,2024-04-27,Delivered,Chennai,West Bengal,16814.36
13339,28149,2024-10-14,Delivered,Mumbai,Karnataka,834.59
13340,43320,2024-11-28,Delivered,Hyderabad,West Bengal,1192.17
13341,23412,2025-04-23,Shipped,Imphal,Rajasthan,2557.61
13342,31635,2024-05-23,Delivered,Pune,Rajasthan,1740.6
13343,18091,2024-11-06,Delivered,Bengaluru,Maharashtra,4413.62
13344,19620,2025-08-19,Cancelled,Bengaluru,Manipur,14847.22
13345,36147,2025-09-30,Delivered,Delhi,Delhi,11104.53
13346,50000,2025-05-01,Delivered,Pune,Maharashtra,12492.95
13347,37741,2024-03-18,Delivered,Kolkata,Telangana,7845.67
13348,42294,2024-04-15,Shipped,Jaipur,Assam,2825.28
13349,17095,2024-11-21,Delivered,Guwahati,West Bengal,13871.29
13350,39426,2024-12-22,Delivered,Jaipur,Karnataka,17311.98
13351,23987,2025-03-16,Delivered,Chennai,Telangana,2388.92
13352,35649,2025-03-10,Delivered,Bengaluru,Telangana,8905.05
13353,8253,2024-12-30,Delivered,Mumbai,Tamil Nadu,2068.18
13354,25550,2025-05-31,Delivered,Jaipur,Tamil Nadu,6786.74
13355,28892,2025-02-06,Delivered,Chennai,Manipur,9315.39
13356,12182,2025-11-13,Delivered,Bengaluru,Maharashtra,4248.32
13357,38675,2024-07-04,Delivered,Pune,Assam,3570.28
13358,40741,2024-07-25,Shipped,Hyderabad,Telangana,2434.17
