payment_id,order_id,payment_date,payment_method,payment_amount,payment_status,transaction_id
26849,151710,2025-08-26,Credit Card,6644.97,Completed,TXN000026849
26850,11816,2024-12-03,COD,6845.08,Completed,TXN000026850
26851,28299,2024-02-18,Debit Card,2199.89,Completed,TXN000026851
26852,93624,2025-12-07,Credit Card,4420.56,Completed,TXN000026852
26853,2140,2025-08-17,Net Banking,2523.31,Completed,TXN000026853
26854,8892,2024-10-05,UPI,6624.22,Completed,TXN000026854
26855,12424,2024-03-20,COD,8741.28,Completed,TXN000026855
26856,97953,2025-08-29,Net Banking,1692.17,Completed,TXN000026856
26857,175872,2025-09-20,UPI,4245.66,Completed,TXN000026857
26858,95766,2025-11-07,Credit Card,5779.88,Pending,TXN000026858
26859,113478,2025-08-22,UPI,5722.89,Completed,TXN000026859
26860,177367,2025-05-16,Debit Card,6113.48,Completed,TXN000026860
26861,148950,2024-12-26,Debit Card,18259.89,Completed,TXN000026861
26862,63501,2024-05-02,Debit Card,7041.69,Refunded,TXN000026862
26863,56757,2024-09-05,Credit Card,3641.15,Completed,TXN000026863
26864,190881,2025-03-11,COD,6378.93,Completed,TXN000026864
26865,184695,2025-12-13,Credit Card,15722.98,Completed,TXN000026865
26866,42658,2025-03-30,Net Banking,6024.74,Completed,TXN000026866
26867,19537,2024-04-04,UPI,6771.56,Completed,TXN000026867
26868,151260,2025-12-13,Credit Card,3750.05,Completed,TXN000026868
26869,135563,2025-01-25,Debit Card,9562.32,Completed,TXN000026869
26870,100965,2025-11-21,Credit Card,3148.79,Completed,TXN000026870
26871,33483,2025-12-03,Net Banking,8110.8,Failed,TXN000026871
26872,135819,2024-09-20,Net Banking,11212.69,Completed,TXN000026872
26873,7722,2025-08-27,Wallet,8643.21,Completed,TXN000026873
26874,79871,2024-06-28,Debit Card,4180.97,Completed,TXN000026874
26875,90933,2024-04-15,Wallet,15803.61,Completed,TXN000026875
26876,57383,2024-12-23,Debit Card,8197.37,Completed,TXN000026876
26877,85177,2024-01-21,Wallet,4216.54,Failed,TXN000026877
26878,164810,2025-11-27,UPI,1599.45,Completed,TXN000026878
26879,51309,2025-05-24,Credit Card,2856.8,Pending,TXN000026879
26880,191116,2024-12-05,UPI,13455.88,Completed,TXN000026880
26881,92506,2025-08-24,Wallet,5257.22,Completed,TXN000026881
26882,151274,2025-12-27,Net Banking,3750.42,Completed,TXN000026882
26883,47851,2024-03-28,Debit Card,7734.04,Completed,TXN000026883
26884,88174,2025-10-16,Net Banking,7420.8,Completed,TXN000026884
26885,58886,2025-06-13,Debit Card,10117.81,Refunded,TXN000026885
26886,65663,2024-04-23,UPI,14369.89,Completed,TXN000026886
26887,5114,2024-06-15,Debit Card,13389.0,Failed,TXN000026887
26888,13274,2025-06-01,UPI,6978.58,Completed,TXN000026888
26889,155086,2025-01-06,Credit Card,25369.94,Completed,TXN000026889
26890,42727,2024-12-07,Wallet,5910.01,Completed,TXN000026890
26891,92718,2025-10-20,UPI,9552.9,Failed,TXN000026891
26892,83865,2025-04-11,Net Banking,9516.75,Completed,TXN000026892
26893,150587,2024-09-04,Wallet,10033.36,Completed,TXN000026893
26894,139651,2025-03-24,Debit Card,5166.16,Completed,TXN000026894
26895,101744,2025-11-16,COD,10041.71,Completed,TXN000026895
26896,87180,2025-08-28,Wallet,4224.03,Completed,TXN000026896
26897,2678,2025-01-30,UPI,8711.81,Completed,TXN000026897
26898,75544,2024-09-24,Debit Card,14697.91,Completed,TXN000026898
26899,16051,2025-12-07,UPI,13937.61,Completed,TXN000026899
26900,18604,2024-09-25,Debit Card,3296.99,Completed,TXN000026900
26901,168022,2024-01-05,Wallet,6425.27,Completed,TXN000026901
26902,99793,2025-01-18,Credit Card,7100.31,Completed,TXN000026902
26903,94545,2024-11-10,Credit Card,6477.92,Completed,TXN000026903
26904,165714,2025-05-22,Debit Card,15937.96,Completed,TXN000026904
26905,139825,2025-11-23,Wallet,24302.07,Completed,TXN000026905
26906,169326,2025-01-25,Debit Card,7610.53,Failed,TXN000026906
26907,195461,2025-10-11,Net Banking,5998.9,Completed,TXN000026907
26908,122812,2025-04-06,Net Banking,4862.07,Completed,TXN000026908
26909,55279,2024-01-15,Net Banking,18374.97,Refunded,TXN000026909
26910,67860,2024-06-18,UPI,4020.84,Completed,TXN000026910
26911,132913,2024-01-19,Wallet,19285.2,Completed,TXN000026911
26912,130047,2024-07-31,Debit Card,6883.32,Completed,TXN000026912
26913,35526,2024-05-31,Credit Card,3810.28,Completed,TXN000026913
26914,68776,2024-02-19,Wallet,10282.98,Completed,TXN000026914
26915,162065,2025-07-15,Net Banking,7902.19,Pending,TXN000026915
26916,199881,2025-05-26,UPI,5933.81,Completed,TXN000026916
26917,4388,2025-04-15,Wallet,14424.84,Completed,TXN000026917
26918,1392,2025-10-25,UPI,14626.76,Completed,TXN000026918
26919,89439,2025-07-02,Credit Card,5359.94,Completed,TXN000026919
26920,146732,2024-01-11,Net Banking,24124.59,Completed,TXN000026920
26921,179700,2024-07-27,Credit Card,2423.21,Completed,TXN000026921
26922,69638,2025-09-05,Wallet,9263.68,Completed,TXN000026922
26923,138537,2024-11-02,UPI,14980.06,Completed,TXN000026923
26924,179386,2025-08-03,UPI,1228.17,Completed,TXN000026924
26925,170538,2024-12-22,UPI,9773.4,Completed,TXN000026925
26926,6179,2024-10-22,Credit Card,5001.55,Completed,TXN000026926
26927,173934,2025-12-07,UPI,29506.45,Completed,TXN000026927
26928,78624,2025-10-25,Credit Card,5756.75,Failed,TXN000026928
26929,110685,2025-12-05,Credit Card,20762.49,Pending,TXN000026929
26930,185676,2024-11-25,Net Banking,21291.81,Completed,TXN000026930
26931,129142,2024-05-05,Credit Card,9971.87,Completed,TXN000026931
26932,48187,2024-06-24,Credit Card,7740.03,Completed,TXN000026932
26933,102749,2024-10-17,COD,6479.6,Failed,TXN000026933
26934,132205,2024-03-01,Credit Card,11763.12,Completed,TXN000026934
26935,151169,2025-02-11,Debit Card,6525.59,Completed,TXN000026935
26936,177715,2024-06-05,Net Banking,2702.81,Completed,TXN000026936
26937,185661,2025-04-30,Debit Card,9825.6,Completed,TXN000026937
26938,66137,2025-10-12,COD,4175.78,Completed,TXN000026938
26939,153266,2024-05-30,UPI,3191.48,Completed,TXN000026939
26940,33339,2024-04-06,Debit Card,13236.75,Completed,TXN000026940
26941,33196,2024-08-31,COD,1407.43,Completed,TXN000026941
26942,44240,2025-09-26,Debit Card,10944.87,Completed,TXN000026942
26943,2071,2025-01-05,Debit Card,1076.42,Completed,TXN000026943
26944,49838,2024-04-07,Net Banking,16889.03,Completed,TXN000026944
26945,167115,2024-10-21,Credit Card,3113.2,Completed,TXN000026945
26946,3835,2025-02-15,UPI,10079.0,Completed,TXN000026946
26947,2434,2025-03-26,COD,11047.59,Completed,TXN000026947
26948,127428,2025-09-13,Debit Card,16226.68,Completed,TXN000026948
26949,172996,2025-07-16,Debit Card,10508.54,Pending,TXN000026949
26950,62319,2024-07-16,UPI,4117.09,Completed,TXN000026950
26951,165249,2024-07-13,Credit Card,6849.35,Failed,TXN000026951
26952,143148,2025-12-29,COD,9668.16,Completed,TXN000026952
26953,112321,2024-10-09,Debit Card,6080.94,Completed,TXN000026953
26954,107813,2024-01-13,Debit Card,6919.46,Completed,TXN000026954
26955,83658,2024-04-26,Debit Card,11627.93,Completed,TXN000026955
26956,120372,2025-07-03,Credit Card,14385.57,Completed,TXN000026956
26957,154023,2025-08-30,UPI,13448.31,Completed,TXN000026957
26958,31723,2024-05-04,UPI,20469.96,Completed,TXN000026958
26959,4622,2025-11-18,COD,8309.06,Completed,TXN000026959
26960,65039,2024-08-14,Net Banking,15580.63,Completed,TXN000026960
26961,113071,2025-06-06,Wallet,6690.66,Completed,TXN000026961
26962,107123,2024-02-15,UPI,4334.25,Completed,TXN000026962
26963,124477,2025-02-05,Net Banking,3946.26,Completed,TXN000026963
26964,191980,2025-05-30,Credit Card,2802.3,Refunded,TXN000026964
26965,14416,2024-11-07,Credit Card,2452.38,Completed,TXN000026965
26966,30386,2024-01-27,COD,4467.99,Completed,TXN000026966
26967,136573,2025-08-28,COD,8784.98,Completed,TXN000026967
26968,160739,2024-09-17,UPI,4546.29,Completed,TXN000026968
26969,79778,2025-01-29,UPI,3438.17,Completed,TXN000026969
26970,183213,2025-10-14,UPI,12825.93,Completed,TXN000026970
26971,137200,2024-01-03,COD,6715.29,Completed,TXN000026971
26972,27810,2025-02-22,UPI,11809.65,Completed,TXN000026972
26973,47860,2025-05-09,UPI,7916.01,Completed,TXN000026973
26974,47768,2025-02-07,Net Banking,7568.28,Completed,TXN000026974
26975,176530,2025-03-05,COD,33831.08,Completed,TXN000026975
26976,164004,2025-12-28,Debit Card,11390.03,Completed,TXN000026976
26977,149808,2024-01-13,UPI,1203.73,Completed,TXN000026977
26978,32924,2025-09-17,Wallet,8319.82,Completed,TXN000026978
26979,34331,2025-02-18,Credit Card,2194.8,Completed,TXN000026979
26980,142698,2024-12-15,UPI,6414.72,Completed,TXN000026980
26981,84736,2024-07-27,Net Banking,3866.04,Completed,TXN000026981
26982,52364,2024-04-08,Net Banking,3154.42,Completed,TXN000026982
26983,38539,2024-09-10,Wallet,8496.81,Completed,TXN000026983
26984,44571,2024-11-27,Net Banking,6663.97,Completed,TXN000026984
26985,194111,2025-03-29,Credit Card,1260.54,Completed,TXN000026985
26986,133076,2024-11-03,UPI,1184.34,Completed,TXN000026986
26987,132447,2024-08-16,UPI,5489.17,Completed,TXN000026987
26988,110535,2024-12-22,Credit Card,2278.67,Completed,TXN000026988
26989,94120,2025-08-14,COD,9181.11,Completed,TXN000026989
26990,114448,2025-09-30,Net Banking,437.99,Completed,TXN000026990
26991,18754,2024-01-17,Credit Card,12115.38,Completed,TXN000026991
26992,33028,2024-02-27,Debit Card,3795.56,Completed,TXN000026992
26993,52787,2024-01-29,UPI,7848.38,Completed,TXN000026993
26994,16872,2025-04-18,Debit Card,10455.98,Failed,TXN000026994
26995,22698,2024-05-22,UPI,5156.0,Completed,TXN000026995
26996,77668,2024-11-10,Credit Card,5400.96,Completed,TXN000026996
26997,46629,2025-11-23,Credit Card,2001.37,Completed,TXN000026997
26998,152248,2024-09-27,UPI,4880.8,Completed,TXN000026998
26999,124383,2024-04-25,COD,8014.49,Completed,TXN000026999
27000,134249,2024-01-03,Debit Card,16435.52,Completed,TXN000027000
27001,135681,2025-01-16,Credit Card,2680.88,Completed,TXN000027001
27002,118647,2025-03-21,Debit Card,3194.63,Completed,TXN000027002
27003,169298,2025-07-31,Net Banking,290.74,Failed,TXN000027003
27004,40031,2024-06-06,Wallet,7369.87,Failed,TXN000027004
27005,39820,2025-10-08,UPI,12515.3,Completed,TXN000027005
27006,94528,2024-02-23,Credit Card,2984.58,Completed,TXN000027006
27007,142394,2024-09-15,Net Banking,4385.8,Completed,TXN000027007
27008,136346,2024-05-05,UPI,7002.54,Completed,TXN000027008
27009,186094,2025-10-19,Credit Card,12148.49,Completed,TXN000027009
27010,52497,2024-01-23,COD,20853.85,Failed,TXN000027010
27011,110071,2024-09-05,Credit Card,2005.25,Completed,TXN000027011
27012,160743,2024-11-12,COD,5952.91,Completed,TXN000027012
27013,27290,2025-02-03,UPI,21135.28,Completed,TXN000027013
27014,195147,2024-11-16,COD,2647.64,Completed,TXN000027014
27015,40252,2025-03-09,Net Banking,5396.41,Completed,TXN000027015
27016,146753,2024-11-14,Credit Card,6679.29,Completed,TXN000027016
27017,159263,2024-03-29,COD,16906.61,Completed,TXN000027017
27018,189283,2024-07-16,Credit Card,11427.82,Failed,TXN000027018
27019,117657,2024-05-15,UPI,7723.3,Completed,TXN000027019
27020,2340,2025-08-15,Net Banking,3347.63,Completed,TXN000027020
27021,27733,2025-03-11,Credit Card,16486.42,Completed,TXN000027021
27022,72388,2025-05-18,Debit Card,3988.54,Completed,TXN000027022
27023,172170,2025-06-19,Credit Card,2066.93,Completed,TXN000027023
27024,165552,2025-06-28,UPI,11836.67,Completed,TXN000027024
27025,59816,2024-12-15,Wallet,1339.42,Completed,TXN000027025
27026,29672,2025-11-12,UPI,5524.79,Completed,TXN000027026
27027,140634,2025-05-05,UPI,7987.77,Completed,TXN000027027
27028,76463,2024-02-14,Debit Card,3699.69,Completed,TXN000027028
27029,190524,2024-07-14,Net Banking,5656.43,Completed,TXN000027029
27030,7413,2025-03-29,Net Banking,12251.72,Completed,TXN000027030
27031,64957,2024-10-14,Wallet,9516.33,Completed,TXN000027031
27032,16117,2024-10-30,Debit Card,2521.19,Completed,TXN000027032
27033,164362,2024-01-02,Wallet,10110.17,Completed,TXN000027033
27034,66891,2025-09-02,Credit Card,7647.6,Completed,TXN000027034
27035,113375,2024-02-20,Debit Card,12769.76,Completed,TXN000027035
27036,167167,2025-06-12,Debit Card,2219.14,Completed,TXN000027036
27037,38203,2025-09-14,UPI,11442.58,Failed,TXN000027037
27038,176404,2025-06-07,UPI,6353.6,Completed,TXN000027038
27039,32807,2025-11-12,COD,3647.32,Refunded,TXN000027039
27040,123611,2025-04-11,COD,7100.85,Completed,TXN000027040
27041,2657,2024-03-27,UPI,1446.49,Completed,TXN000027041
27042,169191,2025-04-06,Credit Card,696.46,Completed,TXN000027042
27043,22813,2025-05-13,UPI,10740.08,Completed,TXN000027043
27044,40097,2025-04-26,UPI,5427.69,Completed,TXN000027044
27045,46082,2024-03-04,Credit Card,6288.56,Completed,TXN000027045
27046,190161,2025-02-21,Net Banking,1716.22,Completed,TXN000027046
27047,150948,2024-11-26,Net Banking,659.31,Completed,TXN000027047
27048,50664,2024-06-27,UPI,939.73,Completed,TXN000027048
27049,9765,2024-10-20,UPI,7760.69,Completed,TXN000027049
27050,145590,2025-06-01,Credit Card,5569.77,Completed,TXN000027050
27051,127960,2025-01-31,Net Banking,16000.24,Completed,TXN000027051
27052,43942,2024-07-05,UPI,7338.26,Completed,TXN000027052
27053,45970,2024-04-30,UPI,20071.69,Pending,TXN000027053
27054,18352,2024-10-18,UPI,8971.34,Completed,TXN000027054
27055,15737,2024-07-08,UPI,3500.91,Completed,TXN000027055
27056,43809,2025-10-19,Debit Card,6473.8,Completed,TXN000027056
27057,7493,2025-08-21,UPI,2587.18,Completed,TXN000027057
27058,50871,2024-07-18,Wallet,1164.33,Completed,TXN000027058
27059,192871,2025-01-06,Net Banking,9373.97,Pending,TXN000027059
27060,6791,2025-10-16,Net Banking,8651.14,Completed,TXN000027060
27061,49464,2025-03-26,Credit Card,7090.38,Failed,TXN000027061
27062,87954,2025-03-23,Net Banking,11080.3,Completed,TXN000027062
27063,89617,2025-04-16,Debit Card,7385.41,Completed,TXN000027063
27064,56703,2025-04-04,UPI,9572.1,Completed,TXN000027064
27065,184714,2024-10-31,UPI,10595.13,Completed,TXN000027065
27066,21073,2025-12-19,UPI,7517.83,Refunded,TXN000027066
27067,153008,2024-04-07,Credit Card,5378.59,Completed,TXN000027067
27068,73311,2025-11-09,Debit Card,10960.96,Completed,TXN000027068
27069,75889,2025-08-08,UPI,1067.88,Completed,TXN000027069
27070,190315,2025-03-01,Wallet,6856.02,Completed,TXN000027070
27071,108368,2025-11-25,UPI,3123.61,Completed,TXN000027071
27072,87505,2024-11-01,UPI,14868.39,Completed,TXN000027072
27073,149556,2025-09-30,UPI,718.9,Completed,TXN000027073
27074,46391,2025-05-17,Wallet,8455.12,Completed,TXN000027074
27075,183292,2024-02-22,UPI,9410.37,Completed,TXN000027075
27076,9866,2024-12-29,UPI,5609.32,Failed,TXN000027076
27077,199543,2024-10-01,Wallet,4305.26,Completed,TXN000027077
27078,32825,2024-07-19,UPI,4679.5,Refunded,TXN000027078
27079,12981,2025-03-01,Credit Card,6159.38,Completed,TXN000027079
27080,163141,2024-04-25,Debit Card,11147.32,Completed,TXN000027080
27081,37782,2025-09-28,Wallet,425.91,Completed,TXN000027081
27082,115630,2025-09-12,Debit Card,4144.21,Completed,TXN000027082
27083,109826,2025-08-17,Credit Card,30437.61,Completed,TXN000027083
27084,28861,2025-05-02,UPI,6367.85,Completed,TXN000027084
27085,192175,2025-04-20,COD,2803.79,Completed,TXN000027085
27086,166994,2024-08-14,Credit Card,6145.13,Completed,TXN000027086
27087,130142,2025-01-30,COD,3278.31,Completed,TXN000027087
27088,41739,2024-08-07,UPI,10113.23,Completed,TXN000027088
27089,124546,2025-11-27,COD,4660.44,Completed,TXN000027089
27090,60650,2024-04-11,Credit Card,1368.04,Completed,TXN000027090
27091,195384,2024-10-03,Credit Card,4572.53,Completed,TXN000027091
27092,57255,2025-03-18,Debit Card,13734.62,Completed,TXN000027092
27093,28330,2025-07-16,UPI,11827.08,Completed,TXN000027093
27094,131108,2024-02-18,UPI,7217.57,Completed,TXN000027094
27095,93234,2025-06-04,Credit Card,22738.9,Completed,TXN000027095
27096,141232,2025-11-20,Wallet,14988.06,Completed,TXN000027096
27097,23634,2024-09-27,Credit Card,15385.45,Completed,TXN000027097
27098,69244,2025-10-21,Net Banking,10786.67,Completed,TXN000027098
27099,86314,2025-10-24,Debit Card,6587.2,Completed,TXN000027099
27100,155052,2025-11-10,UPI,19164.73,Completed,TXN000027100
27101,161308,2024-09-24,UPI,2410.53,Completed,TXN000027101
27102,43581,2025-02-05,UPI,1132.66,Completed,TXN000027102
27103,59288,2024-09-16,UPI,4247.57,Pending,TXN000027103
27104,188971,2025-04-19,Credit Card,4208.7,Pending,TXN000027104
27105,151625,2025-10-02,COD,554.56,Completed,TXN000027105
27106,92004,2024-10-31,Wallet,16385.43,Completed,TXN000027106
27107,191662,2024-10-22,UPI,14113.64,Completed,TXN000027107
27108,157188,2024-07-20,Credit Card,6593.7,Pending,TXN000027108
27109,140463,2024-06-20,UPI,13710.94,Completed,TXN000027109
27110,76151,2024-12-07,Net Banking,3646.34,Completed,TXN000027110
27111,90572,2024-12-07,UPI,11542.21,Completed,TXN000027111
27112,109673,2025-04-14,COD,21752.85,Completed,TXN000027112
27113,103567,2024-08-19,Credit Card,7293.94,Completed,TXN000027113
27114,161916,2025-03-14,UPI,14187.37,Completed,TXN000027114
27115,39208,2025-01-28,Credit Card,805.69,Completed,TXN000027115
27116,44601,2025-08-25,COD,5351.49,Completed,TXN000027116
27117,82619,2024-02-16,COD,12839.59,Completed,TXN000027117
27118,22079,2024-09-27,Debit Card,5174.0,Completed,TXN000027118
27119,10823,2025-03-09,Credit Card,7275.58,Completed,TXN000027119
27120,43816,2024-12-06,UPI,3348.95,Completed,TXN000027120
27121,37356,2025-12-20,COD,7851.01,Completed,TXN000027121
27122,33976,2024-10-04,Net Banking,2346.49,Completed,TXN000027122
27123,123601,2024-01-09,UPI,4680.65,Completed,TXN000027123
27124,115491,2025-07-25,Debit Card,10261.63,Completed,TXN000027124
27125,22212,2025-07-19,UPI,8946.98,Pending,TXN000027125
27126,35074,2025-09-04,Debit Card,5819.74,Completed,TXN000027126
27127,100606,2025-11-07,Credit Card,13160.55,Completed,TXN000027127
27128,84178,2024-11-27,Net Banking,8232.09,Completed,TXN000027128
27129,48432,2025-01-04,COD,4940.63,Completed,TXN000027129
27130,83762,2024-03-14,Debit Card,6692.91,Pending,TXN000027130
27131,118032,2025-05-23,Wallet,4175.46,Completed,TXN000027131
27132,25975,2024-08-18,Net Banking,25036.27,Completed,TXN000027132
27133,11483,2024-01-02,Credit Card,16.03,Completed,TXN000027133
27134,195899,2024-11-17,Credit Card,4533.87,Completed,TXN000027134
27135,5865,2025-06-07,Debit Card,3234.42,Completed,TXN000027135
27136,65351,2025-05-01,Net Banking,336.36,Pending,TXN000027136
27137,49367,2024-10-19,UPI,7993.07,Completed,TXN000027137
27138,199417,2024-12-10,Credit Card,3775.0,Refunded,TXN000027138
27139,93740,2025-05-25,UPI,22121.81,Completed,TXN000027139
27140,124853,2024-05-06,UPI,15848.26,Pending,TXN000027140
27141,69710,2025-07-17,Debit Card,3495.91,Completed,TXN000027141
27142,167362,2024-03-17,Wallet,1654.16,Completed,TXN000027142
27143,41324,2025-06-22,Credit Card,153.63,Completed,TXN000027143
27144,94462,2024-08-26,UPI,704.41,Completed,TXN000027144
27145,172190,2024-01-21,Wallet,17437.66,Failed,TXN000027145
27146,143657,2025-03-04,Debit Card,8317.78,Completed,TXN000027146
27147,38134,2024-10-31,Net Banking,12570.6,Completed,TXN000027147
27148,109306,2025-10-28,Net Banking,10256.87,Completed,TXN000027148
27149,13103,2024-10-08,Debit Card,3253.15,Completed,TXN000027149
27150,110272,2024-08-06,UPI,1662.57,Completed,TXN000027150
27151,151814,2025-10-07,Net Banking,4298.6,Completed,TXN000027151
27152,65720,2025-08-16,Wallet,12131.69,Completed,TXN000027152
27153,55964,2024-08-19,COD,8399.11,Completed,TXN000027153
27154,197982,2024-01-25,Debit Card,7735.1,Completed,TXN000027154
27155,9245,2024-08-16,Credit Card,9827.88,Completed,TXN000027155
27156,180531,2024-01-25,Wallet,17865.36,Failed,TXN000027156
27157,118987,2025-07-27,UPI,7933.04,Completed,TXN000027157
27158,129231,2025-03-18,Debit Card,4438.57,Completed,TXN000027158
27159,125702,2025-08-09,Debit Card,459.89,Refunded,TXN000027159
27160,82854,2025-07-25,Debit Card,12771.95,Completed,TXN000027160
27161,7121,2024-09-21,Debit Card,11814.49,Pending,TXN000027161
27162,192012,2024-10-24,COD,5468.5,Completed,TXN000027162
27163,187037,2024-12-10,UPI,2348.89,Completed,TXN000027163
27164,70545,2024-10-15,Debit Card,4868.19,Completed,TXN000027164
27165,26750,2025-03-22,Debit Card,12351.76,Completed,TXN000027165
27166,90860,2024-07-21,COD,3096.76,Completed,TXN000027166
27167,70603,2024-04-23,Credit Card,6351.69,Completed,TXN000027167
27168,145661,2024-08-29,Credit Card,4197.34,Completed,TXN000027168
27169,90989,2024-11-26,UPI,1672.95,Completed,TXN000027169
27170,51559,2025-03-11,Debit Card,9282.46,Completed,TXN000027170
27171,182961,2024-09-16,Debit Card,4041.0,Completed,TXN000027171
27172,13449,2024-09-18,Net Banking,10916.55,Completed,TXN000027172
27173,183586,2025-01-25,UPI,3653.77,Completed,TXN000027173
27174,30669,2025-02-03,UPI,7848.67,Completed,TXN000027174
27175,97949,2025-09-27,Debit Card,19633.16,Completed,TXN000027175
27176,82809,2025-04-14,Credit Card,7782.02,Completed,TXN000027176
27177,186932,2024-08-15,Net Banking,4344.16,Completed,TXN000027177
27178,145677,2025-07-21,UPI,15538.36,Completed,TXN000027178
27179,114165,2025-04-18,Credit Card,4639.98,Completed,TXN000027179
27180,77717,2025-11-17,Debit Card,5444.9,Failed,TXN000027180
27181,18880,2025-08-13,Credit Card,767.28,Completed,TXN000027181
27182,99380,2025-09-22,UPI,18922.19,Completed,TXN000027182
27183,155044,2025-12-29,Debit Card,3859.15,Completed,TXN000027183
27184,48819,2025-01-02,Wallet,6437.19,Completed,TXN000027184
27185,177069,2025-04-25,COD,8293.16,Completed,TXN000027185
27186,22883,2024-03-31,Debit Card,11012.29,Completed,TXN000027186
27187,9087,2024-05-18,Credit Card,8936.26,Completed,TXN000027187
27188,128709,2024-04-20,COD,17464.0,Completed,TXN000027188
27189,138940,2025-04-17,Net Banking,1024.75,Completed,TXN000027189
27190,62505,2024-10-11,Credit Card,6857.65,Completed,TXN000027190
27191,198675,2025-08-28,Wallet,8942.52,Completed,TXN000027191
27192,49291,2024-05-24,UPI,4144.63,Completed,TXN000027192
27193,151751,2025-12-10,Debit Card,12517.43,Completed,TXN000027193
27194,149903,2024-07-03,UPI,98.86,Pending,TXN000027194
27195,74010,2024-08-17,Debit Card,2206.21,Completed,TXN000027195
27196,107595,2025-01-08,Debit Card,7899.27,Completed,TXN000027196
27197,44514,2025-02-19,UPI,10346.69,Completed,TXN000027197
27198,123436,2025-09-24,Credit Card,3768.14,Completed,TXN000027198
27199,163603,2025-04-06,COD,4567.61,Completed,TXN000027199
27200,125383,2024-11-04,Debit Card,15587.96,Completed,TXN000027200
27201,27042,2025-08-13,UPI,3271.3,Completed,TXN000027201
27202,7496,2025-07-02,UPI,3256.31,Refunded,TXN000027202
27203,136668,2024-12-20,Wallet,10105.55,Completed,TXN000027203
27204,59421,2025-08-19,Debit Card,13798.71,Completed,TXN000027204
27205,108415,2025-07-06,Debit Card,5727.01,Failed,TXN000027205
27206,7862,2024-04-30,Wallet,1154.07,Completed,TXN000027206
27207,75389,2024-05-27,Net Banking,8940.96,Completed,TXN000027207
27208,162938,2025-11-20,Wallet,8586.7,Completed,TXN000027208
27209,117317,2024-11-07,Net Banking,5046.3,Completed,TXN000027209
27210,35933,2025-09-09,UPI,5462.85,Completed,TXN000027210
27211,133798,2025-09-18,Net Banking,13974.33,Pending,TXN000027211
27212,49269,2024-11-07,COD,17388.43,Completed,TXN000027212
27213,160493,2025-09-20,Debit Card,2792.66,Completed,TXN000027213
27214,61134,2025-09-10,COD,4986.05,Completed,TXN000027214
27215,50087,2024-02-26,Credit Card,8491.36,Completed,TXN000027215
27216,183894,2024-12-22,UPI,6235.68,Completed,TXN000027216
27217,90760,2024-11-28,UPI,14048.94,Completed,TXN000027217
27218,6418,2025-11-13,Debit Card,11425.73,Refunded,TXN000027218
27219,186892,2025-03-06,Wallet,8466.77,Completed,TXN000027219
27220,169765,2024-01-17,Credit Card,7322.39,Completed,TXN000027220
27221,820,2025-09-23,Credit Card,3314.2,Completed,TXN000027221
27222,97198,2025-02-12,COD,1206.09,Completed,TXN000027222
27223,153829,2025-04-06,UPI,8734.11,Completed,TXN000027223
27224,173424,2025-09-10,Debit Card,800.06,Completed,TXN000027224
27225,49530,2024-05-11,UPI,12432.52,Completed,TXN000027225
27226,29071,2025-01-24,COD,15497.18,Completed,TXN000027226
27227,174011,2024-02-05,Credit Card,13092.85,Completed,TXN000027227
27228,92360,2025-01-24,UPI,25.93,Completed,TXN000027228
27229,36166,2025-06-09,Net Banking,6238.75,Completed,TXN000027229
27230,154309,2025-07-14,Net Banking,16846.54,Failed,TXN000027230
27231,21373,2025-08-19,COD,292.5,Completed,TXN000027231
27232,34596,2025-04-04,UPI,16077.54,Completed,TXN000027232
27233,69476,2024-08-14,Debit Card,1162.99,Completed,TXN000027233
27234,62424,2025-03-20,Net Banking,7522.52,Completed,TXN000027234
27235,136309,2024-01-30,Credit Card,2125.24,Completed,TXN000027235
27236,17739,2024-02-07,Credit Card,13080.36,Completed,TXN000027236
27237,152176,2025-07-24,COD,21147.32,Completed,TXN000027237
27238,32043,2025-10-09,COD,8336.11,Pending,TXN000027238
27239,181745,2024-11-10,Wallet,17268.51,Completed,TXN000027239
27240,80620,2024-06-24,Wallet,11964.01,Completed,TXN000027240
27241,82392,2025-04-19,Net Banking,8506.48,Completed,TXN000027241
27242,98350,2024-04-14,Debit Card,9124.86,Completed,TXN000027242
27243,105597,2025-01-07,Debit Card,4919.88,Completed,TXN000027243
27244,48127,2024-09-18,Credit Card,18430.58,Completed,TXN000027244
27245,167281,2024-08-08,Debit Card,7234.89,Completed,TXN000027245
27246,112973,2025-12-27,Net Banking,3935.64,Completed,TXN000027246
27247,60343,2024-10-29,UPI,6802.67,Completed,TXN000027247
27248,150689,2024-09-27,UPI,5251.85,Completed,TXN000027248
27249,114295,2025-03-24,UPI,5552.71,Completed,TXN000027249
27250,3852,2024-02-01,Credit Card,6463.66,Completed,TXN000027250
27251,199810,2024-08-31,UPI,7314.56,Completed,TXN000027251
27252,46126,2025-05-17,Credit Card,5805.49,Completed,TXN000027252
27253,127543,2025-02-22,COD,3678.35,Completed,TXN000027253
27254,87146,2025-11-05,Debit Card,22090.21,Completed,TXN000027254
27255,52150,2024-06-20,Credit Card,17847.51,Completed,TXN000027255
27256,174443,2024-10-05,UPI,8042.67,Completed,TXN000027256
27257,105097,2025-07-03,UPI,8015.81,Completed,TXN000027257
27258,2513,2024-07-01,Net Banking,8905.18,Completed,TXN000027258
