shipment_id,order_id,seller_id,shipping_date,expected_delivery_date,actual_delivery_date,shipping_method,shipping_cost,delivery_status
16499,16499,1401,2024-02-06,2024-02-09,2024-02-10,Standard,16.82,Delivered
16500,16500,4668,2024-02-08,2024-02-11,2024-02-15,Express,6.39,Delivered
16501,16501,1630,2024-12-11,2024-12-13,2024-12-12,Standard,14.14,Delivered
16502,16502,2073,2024-12-04,2024-12-07,2024-12-10,Economy,14.52,Delivered
16503,16503,600,2025-09-16,2025-09-20,2025-09-21,Standard,30.31,Delivered
16504,16504,2237,2024-08-19,2024-08-23,2024-08-23,Standard,23.92,Delivered
16505,16505,1444,2025-02-08,2025-02-14,2025-02-15,Same Day,15.38,In Transit
16506,16506,2528,2024-01-23,2024-01-30,2024-02-03,Standard,28.1,Delivered
16507,16507,157,2025-01-20,2025-01-26,2025-01-25,Express,35.59,Delivered
16508,16508,3481,2024-08-22,2024-08-27,2024-08-30,Express,7.49,Delivered
16509,16509,2941,2025-10-16,2025-10-19,2025-10-21,Express,49.01,Delivered
16510,16510,2184,2025-07-05,2025-07-10,2025-07-14,Express,8.8,Delivered
16511,16511,593,2025-04-14,2025-04-21,2025-04-20,Standard,7.73,Delivered
16512,16512,1102,2025-09-30,2025-10-06,2025-10-08,Standard,17.78,Delivered
16513,16513,167,2024-12-13,2024-12-19,2024-12-19,Standard,16.8,Delivered
16514,16514,813,2024-11-05,2024-11-12,2024-11-14,Standard,18.13,Delivered
16515,16515,2283,2025-08-27,2025-08-31,2025-09-04,Standard,25.4,Delivered
16516,16516,1037,2024-10-10,2024-10-16,2024-10-19,Standard,41.96,Delayed
16517,16517,1542,2025-10-04,2025-10-09,2025-10-11,Standard,31.38,Delivered
16518,16518,4099,2024-06-13,2024-06-19,2024-06-18,Express,5.85,Delivered
16519,16519,2372,2025-08-25,2025-08-31,2025-09-03,Economy,20.11,Delivered
16520,16520,3556,2024-09-12,2024-09-18,2024-09-17,Standard,20.15,Delivered
16521,16521,3869,2025-05-25,2025-05-27,2025-05-31,Standard,11.79,Delivered
16522,16522,3964,2024-01-02,2024-01-08,2024-01-09,Standard,22.35,Delivered
16523,16523,1101,2025-01-02,2025-01-08,2025-01-12,Standard,27.65,Delivered
16524,16524,2622,2025-10-13,2025-10-18,2025-10-21,Standard,21.46,Delivered
16525,16525,3513,2024-04-30,2024-05-03,2024-05-04,Standard,46.78,Delayed
16526,16526,1161,2024-10-26,2024-10-29,2024-10-30,Standard,44.57,Delivered
16527,16527,4667,2025-11-16,2025-11-23,2025-11-27,Standard,32.01,Delivered
16528,16528,3121,2024-03-08,2024-03-11,2024-03-14,Standard,28.4,Delivered
16529,16529,4754,2024-05-05,2024-05-08,2024-05-12,Express,48.74,Delivered
16530,16530,410,2025-09-27,2025-10-01,2025-10-02,Express,3.82,Delivered
16531,16531,1648,2024-07-17,2024-07-20,2024-07-24,Same Day,38.67,Delivered
16532,16532,2784,2024-02-05,2024-02-08,2024-02-10,Standard,48.56,Returned
16533,16533,3326,2025-07-11,2025-07-13,2025-07-13,Standard,14.61,Delivered
16534,16534,4454,2024-12-22,2024-12-28,2024-12-28,Standard,39.61,Delivered
16535,16535,351,2025-08-29,2025-09-05,2025-09-08,Standard,3.95,Delivered
16536,16536,2185,2024-07-21,2024-07-28,2024-07-28,Express,11.9,Delivered
16537,16537,343,2025-02-16,2025-02-21,2025-02-24,Standard,48.44,In Transit
16538,16538,28,2024-08-01,2024-08-04,2024-08-03,Standard,33.81,Delivered
16539,16539,3688,2025-12-19,2025-12-26,2025-12-28,Express,41.47,In Transit
16540,16540,417,2025-01-12,2025-01-19,2025-01-23,Standard,15.34,Delivered
16541,16541,342,2025-06-28,2025-07-05,2025-07-09,Economy,4.77,Delivered
16542,16542,3899,2024-06-29,2024-07-05,2024-07-04,Standard,2.66,Delivered
16543,16543,2824,2024-08-13,2024-08-17,2024-08-21,Economy,10.82,In Transit
16544,16544,4835,2025-12-29,2026-01-03,2026-01-04,Standard,15.61,Delivered
16545,16545,4346,2024-11-25,2024-11-27,2024-11-30,Express,47.51,Delivered
16546,16546,631,2024-10-26,2024-11-01,2024-11-02,Standard,33.97,Delivered
16547,16547,1786,2024-08-30,2024-09-01,2024-09-05,Standard,44.04,Delivered
16548,16548,3136,2025-06-25,2025-06-27,2025-06-28,Economy,33.9,Delivered
16549,16549,480,2024-12-05,2024-12-08,2024-12-09,Express,28.14,Delivered
16550,16550,2153,2025-03-22,2025-03-29,2025-03-31,Standard,10.4,Delivered
16551,16551,2246,2024-04-30,2024-05-07,2024-05-08,Express,45.56,Delivered
16552,16552,3171,2024-07-31,2024-08-06,2024-08-07,Standard,40.63,Delivered
16553,16553,3751,2024-11-06,2024-11-09,2024-11-11,Express,18.78,Delivered
16554,16554,1496,2024-02-25,2024-02-27,2024-02-29,Express,23.71,Delayed
16555,16555,3846,2025-06-07,2025-06-14,2025-06-17,Standard,27.35,In Transit
16556,16556,3853,2024-10-01,2024-10-03,2024-10-05,Economy,35.39,Delivered
16557,16557,3790,2025-12-11,2025-12-17,2025-12-19,Standard,28.75,Delivered
16558,16558,2177,2025-05-20,2025-05-27,2025-05-26,Express,30.32,Delivered
16559,16559,1499,2024-12-25,2024-12-27,2024-12-26,Economy,9.57,Delivered
16560,16560,158,2024-05-24,2024-05-31,2024-06-02,Standard,10.07,Delivered
16561,16561,974,2025-10-15,2025-10-19,2025-10-22,Standard,43.72,Delivered
16562,16562,2010,2025-01-24,2025-01-30,2025-01-29,Standard,47.0,Delivered
16563,16563,4821,2025-09-11,2025-09-18,2025-09-18,Standard,4.82,Delivered
16564,16564,401,2024-04-19,2024-04-22,2024-04-23,Standard,3.04,Delayed
16565,16565,572,2024-08-10,2024-08-12,2024-08-12,Standard,22.46,Delivered
16566,16566,1368,2025-05-01,2025-05-07,2025-05-08,Economy,36.18,Delivered
16567,16567,342,2025-08-31,2025-09-07,2025-09-07,Express,2.0,Delivered
16568,16568,1619,2025-12-25,2025-12-29,2025-12-28,Express,29.87,Delivered
16569,16569,4391,2025-12-24,2025-12-28,2025-12-27,Standard,25.89,Delivered
16570,16570,1071,2024-10-31,2024-11-04,2024-11-03,Express,4.45,Delivered
16571,16571,4599,2025-08-27,2025-08-30,2025-08-29,Express,30.39,Delivered
16572,16572,1766,2024-02-16,2024-02-22,2024-02-22,Standard,20.85,Delivered
16573,16573,4341,2025-12-20,2025-12-27,2025-12-26,Express,11.56,Delivered
16574,16574,2394,2025-07-21,2025-07-23,2025-07-27,Express,45.22,Delivered
16575,16575,2567,2025-01-25,2025-01-29,2025-02-01,Express,43.21,Delivered
16576,16576,3543,2024-09-09,2024-09-11,2024-09-12,Same Day,7.51,Delivered
16577,16577,3578,2024-11-22,2024-11-24,2024-11-24,Economy,35.31,Delivered
16578,16578,1437,2024-11-20,2024-11-23,2024-11-24,Standard,11.25,Delivered
16579,16579,2264,2024-11-06,2024-11-11,2024-11-14,Express,11.75,Delayed
16580,16580,1579,2024-06-01,2024-06-03,2024-06-06,Express,13.9,Delivered
16581,16581,4879,2024-05-31,2024-06-02,2024-06-04,Express,11.8,In Transit
16582,16582,2832,2024-04-08,2024-04-15,2024-04-14,Standard,48.28,Delivered
16583,16583,1099,2024-03-21,2024-03-27,2024-03-26,Standard,44.1,Delivered
16584,16584,2594,2024-09-12,2024-09-15,2024-09-15,Express,43.27,Delayed
16585,16585,1295,2024-05-27,2024-06-01,2024-05-31,Same Day,42.92,Delivered
16586,16586,790,2024-03-22,2024-03-24,2024-03-23,Standard,11.59,Delivered
16587,16587,4613,2024-10-15,2024-10-19,2024-10-22,Standard,5.2,Delivered
16588,16588,3856,2025-03-12,2025-03-16,2025-03-18,Standard,43.95,Delivered
16589,16589,2066,2024-08-21,2024-08-24,2024-08-25,Standard,14.16,Delayed
16590,16590,2518,2024-12-14,2024-12-17,2024-12-18,Standard,3.0,Delivered
16591,16591,3337,2024-04-08,2024-04-12,2024-04-14,Standard,41.86,Delivered
16592,16592,4474,2025-04-07,2025-04-10,2025-04-13,Standard,29.08,Delivered
16593,16593,2524,2024-01-15,2024-01-18,2024-01-22,Express,27.06,In Transit
16594,16594,3795,2024-01-16,2024-01-19,2024-01-21,Standard,19.27,In Transit
16595,16595,1762,2025-11-29,2025-12-02,2025-12-01,Standard,19.52,Delivered
16596,16596,3428,2024-03-13,2024-03-16,2024-03-19,Express,45.77,Delivered
16597,16597,3977,2025-04-26,2025-04-30,2025-05-02,Standard,17.58,Delivered
16598,16598,4104,2025-10-31,2025-11-03,2025-11-06,Standard,8.43,Delayed
16599,16599,4664,2024-03-30,2024-04-05,2024-04-06,Economy,16.01,Delivered
16600,16600,806,2024-03-04,2024-03-07,2024-03-07,Standard,43.59,Delivered
16601,16601,4153,2025-06-19,2025-06-21,2025-06-22,Standard,17.0,Delivered
16602,16602,3027,2024-04-13,2024-04-16,2024-04-18,Economy,49.7,Delivered
16603,16603,3860,2025-11-28,2025-12-05,2025-12-08,Standard,26.07,In Transit
16604,16604,4033,2025-03-09,2025-03-12,2025-03-14,Express,19.25,Delivered
16605,16605,4522,2024-02-04,2024-02-08,2024-02-08,Same Day,7.02,Delivered
16606,16606,3852,2024-05-16,2024-05-23,2024-05-26,Standard,46.78,Delayed
16607,16607,49,2024-03-02,2024-03-09,2024-03-09,Standard,42.68,Delivered
16608,16608,1661,2025-05-02,2025-05-05,2025-05-05,Express,11.72,In Transit
16609,16609,1849,2024-09-26,2024-09-30,2024-10-03,Same Day,3.42,Delivered
16610,16610,297,2024-04-01,2024-04-07,2024-04-10,Standard,3.94,Delivered
16611,16611,1365,2025-07-23,2025-07-27,2025-07-27,Standard,20.37,Delivered
16612,16612,3022,2024-10-13,2024-10-18,2024-10-19,Same Day,18.45,Delivered
16613,16613,4543,2024-04-29,2024-05-02,2024-05-05,Standard,20.13,Delivered
16614,16614,4742,2025-07-05,2025-07-09,2025-07-11,Standard,7.42,Delivered
16615,16615,2968,2024-08-15,2024-08-17,2024-08-17,Express,11.61,Delivered
16616,16616,2036,2025-01-09,2025-01-15,2025-01-16,Standard,22.97,Delivered
16617,16617,1539,2025-03-06,2025-03-09,2025-03-10,Economy,35.51,Delivered
16618,16618,2791,2025-01-31,2025-02-03,2025-02-07,Express,12.47,Delivered
16619,16619,613,2025-10-23,2025-10-29,2025-11-01,Express,23.94,Delivered
16620,16620,2295,2025-11-11,2025-11-17,2025-11-16,Express,15.69,Delivered
16621,16621,1961,2025-06-10,2025-06-12,2025-06-12,Standard,28.64,Delivered
16622,16622,3434,2024-03-14,2024-03-19,2024-03-19,Express,35.34,Delivered
16623,16623,4925,2024-11-17,2024-11-20,2024-11-20,Standard,40.36,Delayed
16624,16624,505,2024-12-28,2025-01-03,2025-01-03,Standard,27.09,Delivered
16625,16625,4091,2024-11-15,2024-11-18,2024-11-21,Express,12.3,Delivered
16626,16626,4824,2024-12-20,2024-12-24,2024-12-27,Express,15.61,Delivered
16627,16627,3683,2024-05-19,2024-05-24,2024-05-23,Standard,9.56,Delayed
16628,16628,3644,2025-02-14,2025-02-20,2025-02-24,Standard,28.17,Delivered
16629,16629,2589,2024-08-08,2024-08-14,2024-08-16,Express,43.0,Delivered
16630,16630,2665,2025-09-01,2025-09-05,2025-09-08,Standard,20.98,Delivered
16631,16631,4418,2024-02-15,2024-02-22,2024-02-21,Standard,31.12,Delayed
16632,16632,4844,2025-02-20,2025-02-23,2025-02-22,Standard,42.77,Delivered
16633,16633,4420,2024-06-13,2024-06-18,2024-06-17,Express,45.81,Delivered
16634,16634,2056,2025-05-28,2025-06-02,2025-06-04,Express,33.49,Delivered
16635,16635,248,2024-11-01,2024-11-05,2024-11-08,Standard,18.2,Delivered
16636,16636,918,2024-10-26,2024-10-31,2024-11-02,Same Day,35.78,Delivered
16637,16637,772,2024-12-10,2024-12-13,2024-12-13,Economy,16.86,Delivered
16638,16638,2942,2025-03-23,2025-03-29,2025-03-30,Standard,13.34,Delivered
16639,16639,798,2024-02-19,2024-02-21,2024-02-25,Standard,27.26,Delivered
16640,16640,1079,2025-10-15,2025-10-17,2025-10-17,Standard,40.67,Delivered
16641,16641,119,2024-08-19,2024-08-23,2024-08-22,Standard,33.81,Delivered
16642,16642,1105,2025-03-20,2025-03-27,2025-03-29,Economy,38.09,In Transit
16643,16643,1372,2024-12-19,2024-12-23,2024-12-23,Economy,35.11,Delivered
16644,16644,2611,2025-05-30,2025-06-04,2025-06-04,Standard,31.78,Delivered
16645,16645,3442,2025-07-22,2025-07-24,2025-07-25,Economy,3.55,Returned
16646,16646,886,2024-07-12,2024-07-18,2024-07-18,Express,13.51,Delivered
16647,16647,4834,2024-11-24,2024-11-26,2024-11-27,Standard,47.97,Delivered
16648,16648,3938,2024-09-09,2024-09-12,2024-09-16,Express,32.3,Delivered
16649,16649,4779,2024-03-30,2024-04-01,2024-04-04,Economy,31.87,Delivered
16650,16650,2747,2025-09-29,2025-10-06,2025-10-10,Standard,21.98,In Transit
16651,16651,2372,2025-11-05,2025-11-10,2025-11-13,Economy,30.81,Returned
16652,16652,4481,2025-01-18,2025-01-22,2025-01-22,Express,2.08,Delivered
16653,16653,3500,2025-08-18,2025-08-22,2025-08-26,Standard,24.97,Delivered
16654,16654,4042,2025-07-12,2025-07-19,2025-07-18,Standard,19.14,Delivered
16655,16655,1020,2024-09-11,2024-09-16,2024-09-17,Economy,22.02,Delivered
16656,16656,1117,2024-11-03,2024-11-06,2024-11-07,Standard,41.73,Delivered
16657,16657,385,2025-05-30,2025-06-04,2025-06-07,Standard,29.96,Delayed
16658,16658,3134,2024-12-07,2024-12-14,2024-12-13,Economy,31.05,Delivered
16659,16659,423,2025-05-06,2025-05-09,2025-05-11,Express,47.46,Delivered
16660,16660,3157,2025-10-01,2025-10-03,2025-10-04,Economy,36.18,Delivered
16661,16661,4692,2024-08-09,2024-08-16,2024-08-18,Standard,5.81,Delivered
16662,16662,4910,2025-04-29,2025-05-03,2025-05-02,Standard,33.78,Delivered
16663,16663,3089,2025-11-19,2025-11-24,2025-11-26,Express,17.76,Delivered
16664,16664,2015,2025-10-10,2025-10-17,2025-10-20,Same Day,11.76,Delivered
16665,16665,1893,2025-01-19,2025-01-21,2025-01-23,Standard,13.31,Delivered
16666,16666,1984,2025-04-12,2025-04-17,2025-04-19,Standard,25.88,Delivered
16667,16667,2876,2024-08-18,2024-08-24,2024-08-24,Express,34.24,Delivered
16668,16668,124,2024-01-09,2024-01-13,2024-01-13,Economy,21.56,Delivered
16669,16669,2459,2025-08-26,2025-08-29,2025-09-02,Express,7.83,Delivered
16670,16670,249,2024-11-29,2024-12-04,2024-12-06,Standard,45.82,In Transit
16671,16671,2975,2025-07-02,2025-07-04,2025-07-06,Standard,45.31,Delayed
16672,16672,210,2024-04-09,2024-04-13,2024-04-15,Economy,22.05,Delivered
16673,16673,573,2025-04-19,2025-04-23,2025-04-23,Standard,42.08,Delivered
16674,16674,1381,2025-12-25,2026-01-01,2026-01-04,Standard,13.19,Delivered
16675,16675,1073,2025-01-12,2025-01-16,2025-01-15,Standard,4.88,Delivered
16676,16676,1722,2024-08-14,2024-08-19,2024-08-21,Standard,32.22,Delivered
16677,16677,1554,2024-02-06,2024-02-12,2024-02-15,Same Day,44.88,Delivered
16678,16678,3614,2024-12-21,2024-12-26,2024-12-25,Economy,48.34,Delivered
16679,16679,501,2025-10-04,2025-10-10,2025-10-10,Standard,2.33,Delivered
16680,16680,1850,2025-01-21,2025-01-23,2025-01-27,Express,11.0,Delivered
16681,16681,3030,2024-02-18,2024-02-21,2024-02-20,Standard,8.55,Delivered
16682,16682,4273,2025-04-28,2025-05-02,2025-05-04,Same Day,24.7,Delivered
16683,16683,1027,2024-07-09,2024-07-15,2024-07-17,Standard,45.89,Delivered
16684,16684,1984,2025-10-31,2025-11-06,2025-11-07,Standard,7.35,Delivered
16685,16685,3020,2024-05-04,2024-05-06,2024-05-08,Economy,33.89,Delivered
16686,16686,2641,2024-02-26,2024-03-03,2024-03-04,Standard,11.37,Delivered
16687,16687,2132,2025-12-08,2025-12-10,2025-12-13,Standard,37.09,In Transit
16688,16688,2595,2025-09-07,2025-09-13,2025-09-17,Express,25.77,Returned
16689,16689,473,2024-10-03,2024-10-07,2024-10-11,Standard,6.21,Delivered
16690,16690,519,2024-01-23,2024-01-29,2024-01-28,Express,42.83,Delivered
16691,16691,759,2025-04-03,2025-04-06,2025-04-09,Standard,16.76,Delivered
16692,16692,1680,2024-03-12,2024-03-17,2024-03-21,Standard,28.34,Returned
16693,16693,454,2024-05-12,2024-05-14,2024-05-14,Express,28.34,Delivered
16694,16694,1110,2025-08-17,2025-08-24,2025-08-26,Standard,42.37,Delivered
16695,16695,1456,2025-10-28,2025-11-03,2025-11-06,Standard,2.74,Delivered
16696,16696,2585,2024-02-11,2024-02-17,2024-02-17,Same Day,3.08,Delivered
16697,16697,3670,2025-06-19,2025-06-24,2025-06-23,Standard,36.98,In Transit
16698,16698,4714,2024-07-24,2024-07-27,2024-07-30,Standard,41.38,Delayed
16699,16699,394,2024-11-04,2024-11-11,2024-11-12,Standard,24.01,In Transit
16700,16700,1816,2024-02-27,2024-03-04,2024-03-06,Standard,42.51,Delivered
16701,16701,2232,2025-10-13,2025-10-18,2025-10-18,Express,47.27,Delivered
16702,16702,908,2025-12-05,2025-12-09,2025-12-09,Standard,36.27,In Transit
16703,16703,1582,2025-10-18,2025-10-20,2025-10-19,Economy,20.92,Delivered
16704,16704,4110,2024-05-02,2024-05-04,2024-05-03,Standard,12.49,Delivered
16705,16705,4331,2024-03-28,2024-04-01,2024-04-05,Standard,17.67,Delivered
16706,16706,3088,2024-06-22,2024-06-25,2024-06-24,Economy,15.83,Delivered
16707,16707,4592,2025-07-18,2025-07-20,2025-07-22,Standard,44.25,Delivered
16708,16708,3753,2025-10-18,2025-10-25,2025-10-25,Express,44.02,Delivered
16709,16709,1160,2024-02-13,2024-02-18,2024-02-19,Standard,15.24,Returned
16710,16710,908,2024-05-19,2024-05-22,2024-05-25,Standard,25.1,In Transit
16711,16711,4677,2024-10-22,2024-10-26,2024-10-30,Express,26.91,Delivered
16712,16712,1328,2025-01-02,2025-01-04,2025-01-05,Express,4.78,Delivered
16713,16713,4243,2024-05-07,2024-05-11,2024-05-10,Standard,19.24,Delivered
16714,16714,1520,2024-03-23,2024-03-29,2024-03-28,Standard,37.27,Delivered
16715,16715,4192,2025-11-26,2025-12-01,2025-12-02,Standard,5.34,Delivered
16716,16716,3929,2025-01-09,2025-01-14,2025-01-15,Express,33.06,Delivered
16717,16717,2566,2024-11-22,2024-11-25,2024-11-29,Standard,36.16,Delayed
16718,16718,3843,2024-08-05,2024-08-12,2024-08-15,Standard,40.8,Delivered
16719,16719,3833,2025-11-29,2025-12-02,2025-12-05,Express,46.05,Delivered
16720,16720,4443,2025-05-21,2025-05-25,2025-05-25,Express,33.94,Delivered
16721,16721,602,2024-06-04,2024-06-08,2024-06-08,Standard,2.33,Delivered
16722,16722,4701,2024-10-24,2024-10-27,2024-10-30,Economy,21.25,Delivered
16723,16723,1880,2025-04-04,2025-04-11,2025-04-15,Express,38.16,Delivered
16724,16724,2223,2025-08-10,2025-08-15,2025-08-19,Economy,22.51,Delayed
16725,16725,4522,2024-05-22,2024-05-24,2024-05-24,Standard,8.78,Delivered
16726,16726,3893,2025-10-28,2025-11-02,2025-11-01,Economy,9.34,Delivered
16727,16727,3174,2025-03-03,2025-03-07,2025-03-10,Economy,15.19,In Transit
16728,16728,2965,2025-12-16,2025-12-22,2025-12-26,Express,14.44,In Transit
16729,16729,3990,2024-03-22,2024-03-27,2024-03-31,Express,32.36,Delivered
16730,16730,898,2025-10-30,2025-11-01,2025-11-04,Express,10.96,Delivered
16731,16731,1306,2024-02-12,2024-02-18,2024-02-18,Economy,22.51,Delivered
16732,16732,4157,2025-03-22,2025-03-25,2025-03-25,Express,19.65,Delivered
16733,16733,141,2024-01-27,2024-02-02,2024-02-06,Standard,23.46,Delivered
16734,16734,3473,2024-12-02,2024-12-04,2024-12-05,Express,23.53,Delivered
16735,16735,3436,2024-03-03,2024-03-08,2024-03-12,Express,2.73,Delivered
16736,16736,4558,2024-11-14,2024-11-21,2024-11-22,Standard,13.91,Delivered
16737,16737,3128,2024-06-20,2024-06-24,2024-06-24,Express,26.03,Delivered
16738,16738,4274,2024-04-11,2024-04-18,2024-04-18,Standard,38.98,Delivered
16739,16739,683,2024-11-23,2024-11-30,2024-12-01,Standard,42.66,Delivered
16740,16740,127,2025-08-01,2025-08-08,2025-08-09,Same Day,30.34,Delivered
16741,16741,218,2024-05-20,2024-05-22,2024-05-25,Express,46.92,Delivered
16742,16742,3025,2025-09-20,2025-09-24,2025-09-26,Standard,21.35,In Transit
16743,16743,2781,2024-04-08,2024-04-13,2024-04-14,Economy,3.92,Delivered
16744,16744,1134,2025-12-06,2025-12-13,2025-12-12,Express,38.14,Delivered
16745,16745,4762,2024-12-18,2024-12-24,2024-12-28,Standard,32.87,Delivered
16746,16746,4398,2024-07-21,2024-07-25,2024-07-24,Standard,48.88,Delivered
16747,16747,4955,2025-09-14,2025-09-16,2025-09-18,Standard,6.67,Delivered
16748,16748,621,2025-07-23,2025-07-30,2025-07-29,Standard,44.07,Delayed
16749,16749,198,2025-03-19,2025-03-25,2025-03-26,Economy,2.15,Delivered
16750,16750,2307,2024-10-16,2024-10-21,2024-10-20,Standard,31.41,Delivered
16751,16751,4615,2025-10-13,2025-10-19,2025-10-20,Standard,47.17,Delivered
16752,16752,85,2025-09-13,2025-09-17,2025-09-17,Standard,23.97,Delivered
16753,16753,1879,2024-04-01,2024-04-05,2024-04-07,Express,16.78,Delivered
16754,16754,3365,2025-02-22,2025-02-26,2025-02-25,Express,23.77,Delivered
16755,16755,3253,2024-04-28,2024-04-30,2024-04-30,Standard,13.34,Delivered
16756,16756,2693,2025-01-02,2025-01-08,2025-01-12,Standard,6.9,Delivered
16757,16757,3420,2024-01-13,2024-01-15,2024-01-18,Standard,14.75,Delayed
16758,16758,4321,2025-01-11,2025-01-15,2025-01-19,Standard,39.33,Delivered
16759,16759,1087,2024-09-23,2024-09-28,2024-10-02,Express,25.41,Delivered
16760,16760,2559,2024-05-09,2024-05-14,2024-05-17,Standard,34.73,Delivered
16761,16761,1410,2025-06-29,2025-07-02,2025-07-02,Same Day,13.64,Delivered
16762,16762,1441,2025-01-22,2025-01-28,2025-01-29,Economy,30.42,Delivered
16763,16763,4358,2025-10-14,2025-10-19,2025-10-19,Express,43.56,Delivered
16764,16764,3520,2024-03-10,2024-03-17,2024-03-16,Standard,45.41,Delivered
16765,16765,50,2025-08-11,2025-08-17,2025-08-16,Standard,11.59,In Transit
16766,16766,3941,2025-10-09,2025-10-12,2025-10-15,Standard,19.96,Delivered
16767,16767,3085,2024-10-20,2024-10-25,2024-10-27,Express,24.22,Delivered
16768,16768,3824,2024-06-27,2024-07-01,2024-07-02,Economy,23.04,Delivered
16769,16769,4737,2024-05-05,2024-05-10,2024-05-10,Economy,13.29,Delivered
16770,16770,3514,2025-07-24,2025-07-26,2025-07-25,Standard,3.77,Delivered
16771,16771,3404,2025-11-10,2025-11-15,2025-11-15,Express,15.95,Delayed
16772,16772,1343,2025-06-18,2025-06-24,2025-06-23,Standard,29.71,In Transit
16773,16773,2176,2025-10-05,2025-10-08,2025-10-11,Standard,39.01,Returned
16774,16774,3597,2025-02-21,2025-02-23,2025-02-25,Standard,31.59,Delivered
16775,16775,2406,2024-03-24,2024-03-29,2024-03-31,Standard,28.06,Delivered
16776,16776,580,2025-12-25,2025-12-30,2025-12-31,Standard,47.48,Delivered
16777,16777,4977,2025-07-23,2025-07-26,2025-07-27,Economy,24.52,Delivered
16778,16778,607,2024-12-01,2024-12-06,2024-12-08,Express,20.26,Delivered
16779,16779,2069,2025-08-02,2025-08-04,2025-08-03,Standard,11.18,Returned
16780,16780,1538,2025-11-05,2025-11-08,2025-11-08,Standard,34.44,In Transit
16781,16781,2751,2024-12-29,2024-12-31,2024-12-31,Standard,29.33,Delivered
16782,16782,4950,2024-10-23,2024-10-28,2024-10-30,Same Day,8.76,Delivered
16783,16783,1817,2025-07-30,2025-08-04,2025-08-05,Express,4.9,Delivered
16784,16784,2305,2025-08-02,2025-08-05,2025-08-09,Standard,29.42,Delivered
16785,16785,997,2024-05-15,2024-05-18,2024-05-17,Express,48.55,Delivered
16786,16786,4210,2024-12-29,2025-01-05,2025-01-08,Standard,2.3,Delivered
16787,16787,3491,2025-09-14,2025-09-19,2025-09-19,Standard,48.51,Delivered
16788,16788,1507,2025-04-19,2025-04-21,2025-04-24,Express,39.91,Delivered
16789,16789,1146,2025-03-28,2025-04-02,2025-04-01,Standard,9.41,Returned
16790,16790,3756,2025-02-14,2025-02-17,2025-02-17,Standard,19.5,Delayed
16791,16791,131,2024-12-31,2025-01-03,2025-01-04,Economy,33.61,Returned
16792,16792,330,2025-06-09,2025-06-15,2025-06-19,Express,36.07,Delivered
16793,16793,49,2024-11-14,2024-11-19,2024-11-22,Standard,11.3,Delayed
16794,16794,2388,2025-10-24,2025-10-29,2025-10-30,Standard,12.18,Delivered
16795,16795,4491,2024-09-06,2024-09-12,2024-09-12,Express,24.63,Delivered
16796,16796,4046,2025-02-26,2025-03-02,2025-03-04,Economy,48.78,Delivered
16797,16797,3871,2024-12-20,2024-12-25,2024-12-24,Express,16.9,Delayed
16798,16798,1898,2025-06-19,2025-06-24,2025-06-26,Express,16.35,Delivered
16799,16799,1940,2024-10-01,2024-10-04,2024-10-03,Express,13.7,Delivered
16800,16800,4149,2025-11-17,2025-11-24,2025-11-24,Standard,10.38,In Transit
16801,16801,108,2024-02-04,2024-02-09,2024-02-10,Standard,20.33,Delivered
16802,16802,186,2024-09-12,2024-09-16,2024-09-15,Standard,3.67,Delivered
16803,16803,2645,2024-08-15,2024-08-22,2024-08-26,Economy,32.66,Delivered
16804,16804,3945,2024-09-06,2024-09-08,2024-09-09,Standard,48.92,Delayed
16805,16805,499,2024-04-18,2024-04-22,2024-04-23,Standard,47.44,In Transit
16806,16806,1032,2024-04-29,2024-05-03,2024-05-02,Standard,28.16,Delivered
16807,16807,3255,2025-03-08,2025-03-15,2025-03-14,Express,22.74,Delayed
16808,16808,4087,2024-07-18,2024-07-20,2024-07-24,Express,36.91,Delivered
16809,16809,4666,2024-04-18,2024-04-22,2024-04-23,Standard,47.72,Delivered
16810,16810,2017,2024-09-11,2024-09-17,2024-09-21,Standard,4.13,Delivered
16811,16811,1582,2024-01-16,2024-01-23,2024-01-22,Standard,11.89,In Transit
16812,16812,3671,2024-03-16,2024-03-19,2024-03-21,Standard,30.3,Delivered
16813,16813,4491,2025-03-04,2025-03-08,2025-03-12,Standard,36.64,Delivered
16814,16814,3624,2025-11-03,2025-11-05,2025-11-04,Standard,42.74,Delivered
16815,16815,2556,2025-02-04,2025-02-09,2025-02-08,Standard,38.12,Delivered
16816,16816,1840,2025-02-23,2025-03-01,2025-02-28,Standard,43.42,Delivered
16817,16817,78,2025-12-31,2026-01-02,2026-01-05,Economy,21.0,In Transit
16818,16818,164,2025-11-17,2025-11-20,2025-11-19,Standard,20.51,Delivered
16819,16819,4018,2025-09-19,2025-09-21,2025-09-21,Standard,20.65,Delayed
16820,16820,4318,2025-03-15,2025-03-22,2025-03-22,Standard,29.76,Delivered
16821,16821,4259,2025-09-11,2025-09-17,2025-09-20,Standard,8.96,In Transit
16822,16822,4435,2024-03-23,2024-03-25,2024-03-27,Standard,21.75,Delivered
16823,16823,1365,2025-11-24,2025-12-01,2025-12-05,Standard,27.76,Delivered
16824,16824,880,2024-02-21,2024-02-27,2024-02-29,Standard,11.06,Delivered
16825,16825,165,2024-08-01,2024-08-04,2024-08-03,Economy,25.87,Delivered
