seller_id,seller_name,city,state,seller_rating,join_date
1091,Seller_01091,Kolkata,Rajasthan,4.2,2025-12-25
1092,Seller_01092,Mumbai,Delhi,4.81,2021-01-18
1093,Seller_01093,Bengaluru,Maharashtra,4.06,2021-11-21
1094,Seller_01094,Jaipur,Tamil Nadu,5.0,2020-01-10
1095,Seller_01095,Bengaluru,Assam,4.03,2025-01-13
1096,Seller_01096,Chennai,Karnataka,4.31,2020-10-10
1097,Seller_01097,Bengaluru,West Bengal,5.0,2024-02-10
1098,Seller_01098,Kolkata,Maharashtra,4.35,2023-03-17
1099,Seller_01099,Hyderabad,Assam,4.28,2022-06-28
1100,Seller_01100,Bengaluru,Rajasthan,4.0,2021-03-18
1101,Seller_01101,Chennai,Tamil Nadu,4.58,2023-04-29
1102,Seller_01102,Guwahati,West Bengal,4.53,2025-02-24
1103,Seller_01103,Imphal,West Bengal,3.51,2024-11-04
1104,Seller_01104,Imphal,Delhi,4.51,2021-01-19
1105,Seller_01105,Imphal,Rajasthan,4.14,2021-10-11
1106,Seller_01106,Mumbai,Delhi,3.67,2024-08-17
1107,Seller_01107,Kolkata,Tamil Nadu,3.41,2024-07-13
1108,Seller_01108,Bengaluru,West Bengal,4.62,2024-06-02
1109,Seller_01109,Chennai,West Bengal,3.03,2021-01-22
1110,Seller_01110,Delhi,Rajasthan,3.96,2021-07-11
1111,Seller_01111,Imphal,Telangana,4.06,2020-01-03
1112,Seller_01112,Pune,Maharashtra,3.31,2025-03-10
1113,Seller_01113,Delhi,West Bengal,3.64,2024-02-20
1114,Seller_01114,Hyderabad,Delhi,5.0,2020-01-08
1115,Seller_01115,Guwahati,Maharashtra,5.0,2022-06-04
1116,Seller_01116,Chennai,West Bengal,3.62,2024-05-30
1117,Seller_01117,Hyderabad,Rajasthan,4.17,2023-06-22
1118,Seller_01118,Jaipur,Assam,4.24,2024-12-09
1119,Seller_01119,Kolkata,Assam,2.9,2023-12-22
1120,Seller_01120,Guwahati,Rajasthan,3.4,2022-08-16
1121,Seller_01121,Imphal,Tamil Nadu,4.54,2025-11-29
1122,Seller_01122,Chennai,Telangana,4.23,2024-01-09
1123,Seller_01123,Mumbai,Rajasthan,4.19,2022-06-23
1124,Seller_01124,Guwahati,Tamil Nadu,4.19,2024-08-04
1125,Seller_01125,Hyderabad,Maharashtra,4.26,2020-04-15
1126,Seller_01126,Hyderabad,Manipur,4.1,2022-09-26
1127,Seller_01127,Delhi,West Bengal,4.06,2023-10-13
1128,Seller_01128,Mumbai,Tamil Nadu,4.43,2021-06-10
1129,Seller_01129,Mumbai,Tamil Nadu,3.9,2023-07-29
1130,Seller_01130,Delhi,Telangana,4.43,2024-09-05
1131,Seller_01131,Delhi,Karnataka,4.3,2022-11-21
1132,Seller_01132,Chennai,Assam,3.93,2023-02-10
1133,Seller_01133,Guwahati,Assam,4.84,2025-08-27
1134,Seller_01134,Kolkata,Maharashtra,3.18,2020-12-02
1135,Seller_01135,Imphal,Telangana,3.91,2021-06-25
1136,Seller_01136,Pune,Karnataka,4.09,2025-10-04
1137,Seller_01137,Chennai,Maharashtra,4.59,2020-01-17
1138,Seller_01138,Bengaluru,Maharashtra,3.3,2021-08-03
1139,Seller_01139,Imphal,Assam,4.04,2020-06-29
1140,Seller_01140,Imphal,Telangana,4.22,2022-03-17
1141,Seller_01141,Hyderabad,Manipur,4.17,2025-03-06
1142,Seller_01142,Chennai,Karnataka,4.1,2024-11-01
1143,Seller_01143,Imphal,Manipur,4.5,2023-01-25
1144,Seller_01144,Chennai,Delhi,4.14,2020-05-11
1145,Seller_01145,Chennai,Assam,4.23,2023-12-22
1146,Seller_01146,Pune,Delhi,4.56,2023-12-17
1147,Seller_01147,Pune,Telangana,4.49,2024-03-09
1148,Seller_01148,Kolkata,Manipur,3.84,2021-09-08
1149,Seller_01149,Jaipur,West Bengal,4.15,2024-09-11
1150,Seller_01150,Chennai,Telangana,4.08,2021-09-15
1151,Seller_01151,Guwahati,Telangana,4.25,2021-12-31
1152,Seller_01152,Chennai,Tamil Nadu,4.73,2024-08-16
1153,Seller_01153,Guwahati,Karnataka,3.87,2021-01-22
1154,Seller_01154,Hyderabad,Manipur,3.7,2020-10-21
1155,Seller_01155,Guwahati,Tamil Nadu,3.67,2024-12-06
1156,Seller_01156,Pune,Manipur,4.71,2024-05-21
1157,Seller_01157,Jaipur,Manipur,4.54,2025-11-24
1158,Seller_01158,Kolkata,Karnataka,3.72,2022-03-25
1159,Seller_01159,Guwahati,Delhi,4.21,2020-06-06
1160,Seller_01160,Chennai,Maharashtra,3.84,2025-09-02
1161,Seller_01161,Delhi,Karnataka,4.34,2023-10-03
1162,Seller_01162,Pune,Tamil Nadu,5.0,2020-06-21
1163,Seller_01163,Pune,Delhi,5.0,2025-01-31
1164,Seller_01164,Delhi,Assam,2.86,2023-12-16
1165,Seller_01165,Imphal,Delhi,4.51,2021-12-27
1166,Seller_01166,Jaipur,Tamil Nadu,4.44,2025-07-16
1167,Seller_01167,Hyderabad,Rajasthan,3.86,2022-10-21
1168,Seller_01168,Chennai,Maharashtra,3.55,2025-10-08
1169,Seller_01169,Mumbai,Assam,4.14,2021-11-02
1170,Seller_01170,Mumbai,Telangana,3.5,2021-08-04
1171,Seller_01171,Imphal,Rajasthan,4.61,2025-03-26
1172,Seller_01172,Jaipur,Assam,4.64,2025-08-14
1173,Seller_01173,Kolkata,Assam,3.72,2024-04-19
1174,Seller_01174,Jaipur,Assam,3.99,2023-11-04
1175,Seller_01175,Hyderabad,Assam,4.04,2020-12-09
1176,Seller_01176,Imphal,West Bengal,4.7,2024-06-11
1177,Seller_01177,Pune,Karnataka,3.62,2025-12-30
1178,Seller_01178,Hyderabad,Tamil Nadu,4.19,2022-06-26
1179,Seller_01179,Kolkata,Rajasthan,4.6,2022-08-08
1180,Seller_01180,Guwahati,Rajasthan,3.93,2024-02-07
1181,Seller_01181,Delhi,Tamil Nadu,3.69,2024-03-20
1182,Seller_01182,Pune,Manipur,3.68,2022-04-13
1183,Seller_01183,Pune,Rajasthan,4.31,2020-05-30
1184,Seller_01184,Pune,Rajasthan,3.99,2022-10-17
1185,Seller_01185,Imphal,Delhi,2.84,2022-08-30
1186,Seller_01186,Pune,Maharashtra,4.08,2025-02-27
1187,Seller_01187,Pune,West Bengal,5.0,2022-03-22
1188,Seller_01188,Hyderabad,Tamil Nadu,4.24,2020-03-06
1189,Seller_01189,Imphal,Delhi,4.92,2025-01-03
1190,Seller_01190,Mumbai,Assam,3.58,2025-03-10
1191,Seller_01191,Jaipur,Maharashtra,4.04,2025-09-22
1192,Seller_01192,Chennai,Telangana,3.52,2021-10-17
1193,Seller_01193,Guwahati,Maharashtra,4.49,2023-01-19
1194,Seller_01194,Imphal,Assam,3.51,2020-08-31
1195,Seller_01195,Jaipur,Manipur,4.11,2020-07-09
1196,Seller_01196,Chennai,Maharashtra,5.0,2024-03-12
1197,Seller_01197,Hyderabad,Assam,3.68,2021-08-19
1198,Seller_01198,Imphal,Maharashtra,4.53,2023-01-31
1199,Seller_01199,Bengaluru,Assam,3.92,2025-06-09
1200,Seller_01200,Pune,Manipur,3.3,2025-10-04
1201,Seller_01201,Bengaluru,West Bengal,4.43,2022-10-01
1202,Seller_01202,Jaipur,Karnataka,4.83,2024-08-31
1203,Seller_01203,Jaipur,Manipur,3.99,2020-03-29
1204,Seller_01204,Delhi,Assam,5.0,2025-06-06
1205,Seller_01205,Imphal,Assam,3.82,2020-01-28
1206,Seller_01206,Bengaluru,West Bengal,4.22,2024-07-09
1207,Seller_01207,Hyderabad,Manipur,4.15,2021-12-08
1208,Seller_01208,Pune,West Bengal,4.05,2021-12-13
1209,Seller_01209,Hyderabad,Telangana,4.01,2024-10-21
1210,Seller_01210,Bengaluru,West Bengal,3.86,2021-02-15
1211,Seller_01211,Kolkata,Delhi,3.71,2022-08-18
1212,Seller_01212,Kolkata,Telangana,4.67,2022-12-07
1213,Seller_01213,Guwahati,West Bengal,3.78,2024-05-14
1214,Seller_01214,Imphal,Delhi,4.61,2024-11-11
1215,Seller_01215,Jaipur,Manipur,3.11,2025-10-01
1216,Seller_01216,Bengaluru,Assam,4.02,2022-04-22
1217,Seller_01217,Mumbai,Tamil Nadu,4.7,2020-02-03
1218,Seller_01218,Pune,Manipur,4.24,2021-08-25
1219,Seller_01219,Guwahati,Delhi,4.21,2022-05-13
1220,Seller_01220,Chennai,Rajasthan,4.87,2024-01-22
1221,Seller_01221,Hyderabad,West Bengal,4.46,2022-12-31
1222,Seller_01222,Bengaluru,Maharashtra,3.71,2020-09-06
1223,Seller_01223,Kolkata,Telangana,5.0,2024-02-18
1224,Seller_01224,Kolkata,Manipur,4.22,2020-06-20
1225,Seller_01225,Pune,Rajasthan,4.11,2025-07-23
1226,Seller_01226,Imphal,Delhi,3.36,2021-05-23
1227,Seller_01227,Pune,Karnataka,3.14,2020-01-20
1228,Seller_01228,Chennai,West Bengal,2.8,2021-06-04
1229,Seller_01229,Guwahati,Delhi,4.44,2022-10-14
1230,Seller_01230,Kolkata,Manipur,4.53,2025-09-14
1231,Seller_01231,Mumbai,Karnataka,3.33,2024-04-18
1232,Seller_01232,Pune,Tamil Nadu,3.6,2025-08-08
1233,Seller_01233,Kolkata,Assam,4.77,2021-04-13
1234,Seller_01234,Delhi,Delhi,3.79,2024-03-05
1235,Seller_01235,Hyderabad,Karnataka,4.1,2022-04-11
1236,Seller_01236,Bengaluru,West Bengal,3.04,2022-12-16
1237,Seller_01237,Jaipur,Karnataka,3.36,2022-11-14
1238,Seller_01238,Hyderabad,Manipur,5.0,2023-04-21
1239,Seller_01239,Chennai,Tamil Nadu,3.3,2022-05-22
1240,Seller_01240,Chennai,West Bengal,4.54,2020-03-08
1241,Seller_01241,Jaipur,Assam,3.61,2023-07-01
1242,Seller_01242,Delhi,Manipur,3.44,2022-01-29
1243,Seller_01243,Delhi,Manipur,3.86,2025-06-16
1244,Seller_01244,Jaipur,Assam,3.71,2020-10-13
1245,Seller_01245,Guwahati,Telangana,3.52,2020-10-18
1246,Seller_01246,Kolkata,Tamil Nadu,3.77,2024-10-04
1247,Seller_01247,Jaipur,Tamil Nadu,3.96,2024-01-21
1248,Seller_01248,Guwahati,Assam,3.64,2025-06-17
1249,Seller_01249,Hyderabad,Karnataka,4.03,2021-10-06
1250,Seller_01250,Hyderabad,Manipur,3.53,2024-08-28
1251,Seller_01251,Delhi,Karnataka,3.73,2025-01-29
1252,Seller_01252,Hyderabad,West Bengal,4.28,2023-11-23
1253,Seller_01253,Chennai,Rajasthan,3.89,2021-04-18
1254,Seller_01254,Kolkata,Rajasthan,4.49,2020-01-18
1255,Seller_01255,Jaipur,Maharashtra,4.38,2020-06-13
1256,Seller_01256,Imphal,Manipur,3.89,2022-08-28
1257,Seller_01257,Delhi,Assam,3.94,2023-10-08
1258,Seller_01258,Jaipur,Karnataka,4.18,2021-05-06
1259,Seller_01259,Jaipur,West Bengal,4.67,2021-07-04
1260,Seller_01260,Kolkata,Delhi,2.87,2024-12-13
1261,Seller_01261,Imphal,Telangana,3.41,2022-03-18
1262,Seller_01262,Chennai,Tamil Nadu,4.46,2021-10-27
1263,Seller_01263,Pune,Karnataka,3.8,2025-09-09
1264,Seller_01264,Pune,Tamil Nadu,4.64,2020-05-10
1265,Seller_01265,Pune,Rajasthan,3.68,2022-01-04
1266,Seller_01266,Imphal,Tamil Nadu,3.28,2025-08-30
1267,Seller_01267,Guwahati,Karnataka,3.65,2025-03-14
1268,Seller_01268,Chennai,Karnataka,3.61,2025-07-01
1269,Seller_01269,Mumbai,Assam,4.54,2021-07-23
1270,Seller_01270,Imphal,Tamil Nadu,4.36,2025-08-30
1271,Seller_01271,Pune,Tamil Nadu,3.94,2024-03-30
1272,Seller_01272,Chennai,West Bengal,3.75,2024-02-04
1273,Seller_01273,Imphal,Tamil Nadu,3.88,2023-06-11
1274,Seller_01274,Hyderabad,Rajasthan,4.25,2022-03-04
1275,Seller_01275,Mumbai,Delhi,4.46,2022-05-25
1276,Seller_01276,Kolkata,Karnataka,4.36,2020-11-16
1277,Seller_01277,Imphal,Assam,3.97,2024-10-23
1278,Seller_01278,Chennai,Rajasthan,4.62,2021-12-06
1279,Seller_01279,Imphal,Assam,3.77,2025-06-09
1280,Seller_01280,Imphal,Maharashtra,3.19,2023-08-27
1281,Seller_01281,Pune,Maharashtra,3.16,2023-09-16
1282,Seller_01282,Delhi,Telangana,4.39,2023-08-15
1283,Seller_01283,Delhi,Manipur,5.0,2021-05-30
1284,Seller_01284,Bengaluru,Tamil Nadu,4.02,2025-11-18
1285,Seller_01285,Imphal,Rajasthan,3.1,2022-11-15
1286,Seller_01286,Jaipur,Delhi,3.54,2020-08-02
1287,Seller_01287,Hyderabad,Maharashtra,3.59,2024-07-05
1288,Seller_01288,Chennai,Delhi,4.37,2021-11-12
1289,Seller_01289,Mumbai,West Bengal,3.65,2021-05-02
1290,Seller_01290,Kolkata,Tamil Nadu,3.79,2020-03-22
1291,Seller_01291,Delhi,Maharashtra,4.78,2024-12-11
1292,Seller_01292,Pune,Karnataka,3.6,2020-11-22
1293,Seller_01293,Kolkata,Maharashtra,4.88,2020-10-18
1294,Seller_01294,Kolkata,West Bengal,4.1,2023-02-26
1295,Seller_01295,Pune,Manipur,2.56,2024-10-28
1296,Seller_01296,Kolkata,Delhi,3.49,2021-09-13
1297,Seller_01297,Mumbai,Rajasthan,3.34,2021-05-12
1298,Seller_01298,Hyderabad,Tamil Nadu,3.99,2021-12-25
1299,Seller_01299,Bengaluru,Telangana,4.29,2024-06-02
1300,Seller_01300,Pune,Tamil Nadu,3.8,2022-02-05
1301,Seller_01301,Kolkata,Maharashtra,4.16,2020-02-04
1302,Seller_01302,Mumbai,Tamil Nadu,3.97,2025-09-22
1303,Seller_01303,Hyderabad,Delhi,4.58,2023-11-04
1304,Seller_01304,Delhi,Karnataka,3.93,2020-11-12
1305,Seller_01305,Bengaluru,Maharashtra,4.21,2025-03-14
1306,Seller_01306,Chennai,Karnataka,5.0,2024-07-28
1307,Seller_01307,Guwahati,Karnataka,4.46,2021-04-29
1308,Seller_01308,Chennai,Manipur,4.87,2025-10-16
1309,Seller_01309,Imphal,Tamil Nadu,4.69,2022-03-24
1310,Seller_01310,Jaipur,Karnataka,4.6,2022-12-25
1311,Seller_01311,Hyderabad,Delhi,4.02,2022-04-26
1312,Seller_01312,Delhi,Karnataka,3.71,2021-03-30
1313,Seller_01313,Bengaluru,Maharashtra,4.49,2021-06-04
1314,Seller_01314,Delhi,Telangana,4.94,2022-11-27
1315,Seller_01315,Hyderabad,Karnataka,4.41,2023-12-14
1316,Seller_01316,Imphal,Rajasthan,4.25,2025-05-10
1317,Seller_01317,Delhi,Maharashtra,3.97,2022-09-09
1318,Seller_01318,Pune,Karnataka,3.64,2024-07-10
1319,Seller_01319,Delhi,Karnataka,4.42,2025-06-21
1320,Seller_01320,Guwahati,Delhi,3.97,2023-07-29
1321,Seller_01321,Bengaluru,Assam,3.45,2025-05-14
1322,Seller_01322,Bengaluru,Telangana,4.17,2021-11-14
1323,Seller_01323,Hyderabad,Rajasthan,5.0,2023-06-08
1324,Seller_01324,Chennai,Maharashtra,4.79,2020-08-09
1325,Seller_01325,Guwahati,Assam,3.9,2023-08-10
1326,Seller_01326,Delhi,Karnataka,3.67,2023-05-01
1327,Seller_01327,Jaipur,Manipur,3.96,2024-01-20
1328,Seller_01328,Bengaluru,West Bengal,3.75,2025-09-12
1329,Seller_01329,Jaipur,West Bengal,4.58,2021-01-26
1330,Seller_01330,Chennai,Delhi,3.86,2022-09-21
1331,Seller_01331,Bengaluru,Maharashtra,4.14,2021-02-28
1332,Seller_01332,Imphal,Rajasthan,3.75,2025-05-29
1333,Seller_01333,Guwahati,Delhi,2.57,2021-08-31
1334,Seller_01334,Chennai,West Bengal,4.78,2023-08-25
1335,Seller_01335,Imphal,Tamil Nadu,4.04,2025-07-19
1336,Seller_01336,Hyderabad,West Bengal,3.38,2024-05-07
1337,Seller_01337,Jaipur,Manipur,4.59,2025-05-01
1338,Seller_01338,Bengaluru,Maharashtra,4.14,2025-10-11
1339,Seller_01339,Mumbai,Tamil Nadu,4.5,2024-11-11
1340,Seller_01340,Jaipur,Manipur,4.31,2025-05-02
1341,Seller_01341,Imphal,Maharashtra,4.73,2021-09-10
1342,Seller_01342,Imphal,Delhi,4.38,2024-06-28
1343,Seller_01343,Pune,Manipur,4.78,2025-10-13
1344,Seller_01344,Guwahati,Assam,3.86,2020-09-20
1345,Seller_01345,Jaipur,Karnataka,3.85,2025-09-14
1346,Seller_01346,Hyderabad,Karnataka,3.54,2025-03-25
1347,Seller_01347,Pune,West Bengal,4.27,2023-07-07
1348,Seller_01348,Jaipur,Telangana,3.18,2024-06-21
1349,Seller_01349,Hyderabad,Maharashtra,3.83,2025-10-13
1350,Seller_01350,Hyderabad,Manipur,4.25,2023-10-03
1351,Seller_01351,Imphal,Karnataka,4.26,2025-11-03
1352,Seller_01352,Delhi,Delhi,4.13,2022-10-09
1353,Seller_01353,Hyderabad,Tamil Nadu,4.08,2025-08-23
1354,Seller_01354,Bengaluru,Telangana,4.26,2025-09-24
1355,Seller_01355,Bengaluru,Tamil Nadu,4.59,2025-03-11
1356,Seller_01356,Hyderabad,Manipur,3.56,2021-11-27
1357,Seller_01357,Pune,Tamil Nadu,4.38,2020-12-27
1358,Seller_01358,Imphal,Maharashtra,4.31,2024-04-10
1359,Seller_01359,Hyderabad,Rajasthan,3.37,2023-10-19
1360,Seller_01360,Mumbai,Manipur,2.8,2025-07-20
1361,Seller_01361,Pune,Maharashtra,4.28,2021-05-11
1362,Seller_01362,Chennai,Telangana,5.0,2020-05-01
1363,Seller_01363,Mumbai,Rajasthan,4.41,2021-01-01
1364,Seller_01364,Kolkata,Telangana,4.36,2023-02-19
1365,Seller_01365,Guwahati,Tamil Nadu,3.07,2021-12-28
1366,Seller_01366,Guwahati,Tamil Nadu,4.47,2023-03-10
1367,Seller_01367,Delhi,Delhi,4.91,2020-10-15
1368,Seller_01368,Pune,Telangana,4.53,2025-05-09
1369,Seller_01369,Chennai,Telangana,3.64,2025-05-04
1370,Seller_01370,Pune,West Bengal,4.04,2020-12-12
1371,Seller_01371,Jaipur,Telangana,3.44,2025-10-01
1372,Seller_01372,Pune,Telangana,5.0,2021-09-01
1373,Seller_01373,Chennai,Rajasthan,3.03,2023-03-27
1374,Seller_01374,Chennai,Assam,4.29,2025-06-03
1375,Seller_01375,Hyderabad,West Bengal,3.63,2025-11-27
1376,Seller_01376,Delhi,Delhi,4.07,2023-08-13
1377,Seller_01377,Chennai,Karnataka,4.88,2021-11-26
1378,Seller_01378,Bengaluru,Rajasthan,3.82,2021-02-15
1379,Seller_01379,Mumbai,Tamil Nadu,4.08,2020-04-26
1380,Seller_01380,Delhi,West Bengal,3.57,2021-10-19
1381,Seller_01381,Hyderabad,Maharashtra,3.86,2023-09-19
1382,Seller_01382,Bengaluru,West Bengal,3.86,2020-04-15
1383,Seller_01383,Bengaluru,Maharashtra,3.9,2024-01-01
1384,Seller_01384,Pune,Telangana,4.13,2021-09-28
1385,Seller_01385,Kolkata,Karnataka,4.33,2022-12-18
1386,Seller_01386,Jaipur,Manipur,3.85,2020-01-29
1387,Seller_01387,Pune,Telangana,4.53,2022-03-19
1388,Seller_01388,Mumbai,Assam,3.8,2020-07-31
1389,Seller_01389,Pune,Assam,4.52,2021-07-28
1390,Seller_01390,Kolkata,Manipur,5.0,2020-12-28
1391,Seller_01391,Pune,Delhi,4.34,2024-09-22
1392,Seller_01392,Kolkata,Telangana,3.88,2022-03-08
1393,Seller_01393,Pune,Tamil Nadu,3.85,2023-04-06
1394,Seller_01394,Pune,Delhi,3.87,2021-03-14
1395,Seller_01395,Mumbai,Assam,3.93,2023-10-13
1396,Seller_01396,Hyderabad,Assam,3.79,2025-11-03
1397,Seller_01397,Kolkata,Karnataka,3.83,2021-05-31
1398,Seller_01398,Guwahati,Maharashtra,3.85,2023-01-15
1399,Seller_01399,Chennai,Tamil Nadu,4.35,2025-05-22
1400,Seller_01400,Hyderabad,Telangana,4.03,2024-05-05
1401,Seller_01401,Chennai,Delhi,4.98,2021-12-29
1402,Seller_01402,Hyderabad,Karnataka,3.75,2022-04-05
1403,Seller_01403,Kolkata,Tamil Nadu,5.0,2024-09-23
1404,Seller_01404,Imphal,Telangana,3.21,2022-07-24
1405,Seller_01405,Imphal,Telangana,4.1,2020-04-22
1406,Seller_01406,Delhi,Tamil Nadu,4.87,2022-06-18
1407,Seller_01407,Jaipur,West Bengal,4.12,2020-11-06
1408,Seller_01408,Hyderabad,Assam,4.44,2021-03-01
1409,Seller_01409,Bengaluru,Assam,4.3,2025-08-27
1410,Seller_01410,Kolkata,Assam,4.26,2020-09-30
1411,Seller_01411,Jaipur,Manipur,4.67,2021-11-03
1412,Seller_01412,Delhi,Assam,4.63,2023-05-17
1413,Seller_01413,Jaipur,West Bengal,3.75,2024-10-09
1414,Seller_01414,Pune,West Bengal,4.59,2023-06-17
1415,Seller_01415,Guwahati,Karnataka,3.82,2024-11-13
1416,Seller_01416,Mumbai,Delhi,4.13,2023-10-13
1417,Seller_01417,Kolkata,Maharashtra,3.92,2020-10-30
1418,Seller_01418,Hyderabad,Maharashtra,3.73,2022-01-16
1419,Seller_01419,Hyderabad,Karnataka,4.2,2022-09-17
1420,Seller_01420,Hyderabad,West Bengal,5.0,2025-08-18
1421,Seller_01421,Delhi,Tamil Nadu,4.34,2021-12-28
1422,Seller_01422,Delhi,Maharashtra,4.04,2020-09-24
1423,Seller_01423,Guwahati,Telangana,4.16,2025-10-01
1424,Seller_01424,Bengaluru,Manipur,4.74,2025-05-03
1425,Seller_01425,Jaipur,Delhi,3.69,2022-08-14
1426,Seller_01426,Kolkata,Karnataka,4.8,2020-07-22
1427,Seller_01427,Imphal,Manipur,3.7,2024-11-11
1428,Seller_01428,Delhi,Rajasthan,4.5,2025-06-07
1429,Seller_01429,Guwahati,Maharashtra,4.29,2023-09-19
1430,Seller_01430,Bengaluru,Manipur,4.53,2024-01-10
1431,Seller_01431,Imphal,Tamil Nadu,4.11,2025-12-14
1432,Seller_01432,Chennai,Assam,4.17,2024-06-27
1433,Seller_01433,Mumbai,Assam,4.17,2023-02-28
1434,Seller_01434,Delhi,Karnataka,4.44,2024-12-02
1435,Seller_01435,Bengaluru,Maharashtra,4.38,2021-03-01
1436,Seller_01436,Imphal,Rajasthan,4.47,2023-05-10
1437,Seller_01437,Delhi,Telangana,3.91,2024-03-11
1438,Seller_01438,Pune,West Bengal,5.0,2020-04-05
1439,Seller_01439,Guwahati,Delhi,4.32,2021-07-14
1440,Seller_01440,Bengaluru,Delhi,4.66,2022-08-11
1441,Seller_01441,Mumbai,Delhi,4.32,2024-06-04
1442,Seller_01442,Guwahati,Karnataka,4.71,2022-08-01
1443,Seller_01443,Imphal,Assam,4.41,2020-06-04
1444,Seller_01444,Jaipur,Rajasthan,3.7,2020-11-15
1445,Seller_01445,Pune,West Bengal,4.24,2020-09-03
1446,Seller_01446,Delhi,Karnataka,3.66,2021-12-19
1447,Seller_01447,Mumbai,Telangana,4.35,2024-09-03
1448,Seller_01448,Pune,Maharashtra,3.62,2022-08-14
1449,Seller_01449,Imphal,Assam,4.0,2023-11-09
1450,Seller_01450,Pune,Karnataka,4.27,2024-08-31
1451,Seller_01451,Kolkata,Assam,3.99,2022-04-21
1452,Seller_01452,Delhi,Maharashtra,4.39,2022-08-18
1453,Seller_01453,Jaipur,Karnataka,3.74,2025-01-18
1454,Seller_01454,Hyderabad,Assam,3.72,2021-08-11
1455,Seller_01455,Jaipur,Telangana,4.04,2021-12-19
1456,Seller_01456,Hyderabad,Maharashtra,4.59,2022-11-10
1457,Seller_01457,Jaipur,West Bengal,3.52,2023-05-09
1458,Seller_01458,Delhi,Delhi,3.99,2025-08-18
1459,Seller_01459,Mumbai,Karnataka,3.85,2023-03-14
1460,Seller_01460,Imphal,Assam,3.94,2022-08-09
1461,Seller_01461,Pune,Manipur,4.39,2020-07-06
1462,Seller_01462,Hyderabad,Delhi,4.7,2024-10-10
1463,Seller_01463,Guwahati,Assam,4.84,2021-01-24
1464,Seller_01464,Kolkata,Tamil Nadu,4.33,2024-01-10
1465,Seller_01465,Pune,Delhi,4.16,2020-05-20
1466,Seller_01466,Kolkata,Assam,4.03,2023-12-30
1467,Seller_01467,Pune,Telangana,4.65,2024-01-12
1468,Seller_01468,Pune,Assam,4.12,2022-04-27
1469,Seller_01469,Mumbai,Rajasthan,3.43,2025-11-06
1470,Seller_01470,Imphal,Manipur,3.24,2022-12-22
1471,Seller_01471,Hyderabad,Karnataka,4.4,2021-12-03
1472,Seller_01472,Mumbai,Delhi,4.4,2024-07-25
1473,Seller_01473,Pune,Manipur,4.42,2024-04-14
1474,Seller_01474,Jaipur,West Bengal,3.9,2022-06-18
1475,Seller_01475,Delhi,West Bengal,4.62,2023-12-28
1476,Seller_01476,Chennai,Rajasthan,3.89,2025-04-01
1477,Seller_01477,Pune,Tamil Nadu,4.18,2020-05-10
1478,Seller_01478,Bengaluru,Tamil Nadu,4.24,2021-01-30
1479,Seller_01479,Mumbai,Manipur,4.1,2023-12-21
1480,Seller_01480,Delhi,Assam,4.89,2022-06-23
1481,Seller_01481,Pune,Rajasthan,5.0,2020-11-01
1482,Seller_01482,Imphal,Tamil Nadu,3.61,2024-03-23
1483,Seller_01483,Imphal,West Bengal,3.31,2024-05-13
1484,Seller_01484,Jaipur,Telangana,4.88,2022-04-23
1485,Seller_01485,Mumbai,Assam,4.25,2020-01-31
1486,Seller_01486,Hyderabad,Maharashtra,4.35,2022-04-20
1487,Seller_01487,Pune,Manipur,4.44,2023-07-30
1488,Seller_01488,Pune,Karnataka,3.86,2025-10-05
1489,Seller_01489,Hyderabad,Assam,4.69,2022-04-11
1490,Seller_01490,Delhi,Tamil Nadu,4.63,2024-02-28
1491,Seller_01491,Jaipur,Delhi,4.64,2021-10-13
1492,Seller_01492,Delhi,Telangana,4.43,2022-03-31
1493,Seller_01493,Hyderabad,Maharashtra,4.08,2021-03-23
1494,Seller_01494,Hyderabad,Maharashtra,4.72,2020-03-18
1495,Seller_01495,Kolkata,Delhi,4.32,2020-03-17
1496,Seller_01496,Bengaluru,Rajasthan,4.32,2023-11-05
1497,Seller_01497,Imphal,Assam,3.95,2024-05-15
1498,Seller_01498,Bengaluru,Tamil Nadu,3.62,2022-05-06
1499,Seller_01499,Kolkata,Karnataka,3.43,2021-10-28
1500,Seller_01500,Kolkata,Maharashtra,3.61,2022-05-26
1501,Seller_01501,Imphal,Delhi,4.19,2024-07-17
1502,Seller_01502,Jaipur,Assam,4.36,2022-05-15
1503,Seller_01503,Guwahati,Manipur,4.55,2022-04-20
1504,Seller_01504,Imphal,Manipur,3.72,2021-02-02
1505,Seller_01505,Chennai,Telangana,3.75,2025-09-08
1506,Seller_01506,Pune,Assam,3.65,2025-05-20
1507,Seller_01507,Imphal,West Bengal,4.25,2022-09-02
1508,Seller_01508,Hyderabad,Karnataka,4.84,2024-08-01
1509,Seller_01509,Mumbai,Telangana,3.15,2025-11-26
1510,Seller_01510,Kolkata,Rajasthan,4.22,2023-01-13
1511,Seller_01511,Jaipur,Manipur,4.2,2022-04-19
1512,Seller_01512,Bengaluru,Telangana,4.21,2020-10-16
1513,Seller_01513,Jaipur,Tamil Nadu,3.34,2022-02-03
1514,Seller_01514,Kolkata,West Bengal,3.26,2020-04-07
1515,Seller_01515,Chennai,West Bengal,2.66,2020-03-05
1516,Seller_01516,Delhi,Assam,4.2,2024-06-21
1517,Seller_01517,Mumbai,Tamil Nadu,3.87,2021-03-11
1518,Seller_01518,Delhi,Tamil Nadu,4.92,2021-07-22
